opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00003668,3668,ACC016520,Opportunity 3668,Closed Won,14254.66,100.0,2024-12-12,2024-09-20,Empfehlung,Bestandskunde - Zusatzprodukt,1121
OPP00003669,,ACC013836,Opportunity 3669,Angebot,27977.2,66.7,2021-11-30,2021-08-19,Messe,Bestandskunde - Zusatzprodukt,
OPP00003670,,ACC004895,Opportunity 3670,Angebot,3353.97,74.6,2025-03-29,2024-12-10,Partner,Neukunde,15243
OPP00003671,,ACC013234,Opportunity 3671,Closed Lost,42343.34,0.0,2022-08-24,2022-07-22,Empfehlung,Neukunde,
OPP00003672,,ACC005017,Opportunity 3672,Qualifizierung,31679.44,10.2,2024-07-26,2024-05-10,Telefonakquise,Neukunde,212
OPP00003673,,ACC004913,Opportunity 3673,Verhandlung,49668.38,28.8,2023-04-12,2023-01-23,Social Media,Bestandskunde - Upgrade,1897
OPP00003674,,ACC008324,Opportunity 3674,Verhandlung,18376.1,44.5,2021-05-15,2021-02-27,Empfehlung,Neukunde,10382
OPP00003675,,ACC014503,Opportunity 3675,Interessent,35547.04,15.6,2022-11-15,2022-09-09,Partner,Bestandskunde - Upgrade,
OPP00003676,,ACC001602,Opportunity 3676,Verhandlung,37067.96,68.5,2025-01-24,2024-08-16,Telefonakquise,Bestandskunde - Upgrade,7458
OPP00003677,,ACC017572,Opportunity 3677,Interessent,7777.73,56.1,2021-07-24,2021-01-29,Partner,Neukunde,12554
OPP00003678,,ACC004130,Opportunity 3678,Closed Lost,2323.3,0.0,2025-04-16,2024-11-04,Partner,Bestandskunde - Upgrade,3439
OPP00003679,3679,ACC003232,Opportunity 3679,Closed Won,28181.82,100.0,2022-03-24,2021-10-01,Telefonakquise,Neukunde,8945
OPP00003680,,ACC002239,Opportunity 3680,Verhandlung,34794.14,28.4,2022-01-23,2021-10-29,Partner,Bestandskunde - Zusatzprodukt,12115
OPP00003681,,ACC011028,Opportunity 3681,Angebot,6284.12,30.2,2024-11-30,2024-08-14,Empfehlung,Bestandskunde - Zusatzprodukt,2254
OPP00003682,3682,ACC006770,Opportunity 3682,Closed Won,22977.71,100.0,2022-04-23,2022-03-02,Messe,Neukunde,14065
OPP00003683,,ACC009547,Opportunity 3683,Verhandlung,13315.29,53.1,2022-06-22,2022-01-03,Messe,Bestandskunde - Upgrade,8341
OPP00003684,3684,ACC011864,Opportunity 3684,Closed Won,16003.98,100.0,2021-12-30,2021-08-05,Messe,Neukunde,
OPP00003685,,ACC017905,Opportunity 3685,Interessent,37117.08,37.7,2024-10-01,2024-08-01,Partner,Bestandskunde - Zusatzprodukt,
OPP00003686,,ACC018298,Opportunity 3686,Closed Lost,42359.14,0.0,2023-12-19,2023-09-25,Social Media,Bestandskunde - Zusatzprodukt,626
OPP00003687,,ACC005704,Opportunity 3687,Closed Lost,7191.63,0.0,2024-04-26,2024-02-08,Telefonakquise,Neukunde,13796
OPP00003688,3688,ACC019198,Opportunity 3688,Closed Won,37983.68,100.0,2021-11-28,2021-07-30,Social Media,Bestandskunde - Upgrade,
OPP00003689,3689,ACC017854,Opportunity 3689,Closed Won,13960.95,100.0,2021-11-20,2021-09-24,Webseite,Neukunde,6109
OPP00003690,,ACC001112,Opportunity 3690,Angebot,21971.08,58.5,2022-12-22,2022-10-16,Social Media,Neukunde,6072
OPP00003691,3691,ACC011084,Opportunity 3691,Closed Won,41094.93,100.0,2023-06-17,2023-02-11,Partner,Neukunde,2051
OPP00003692,,ACC004423,Opportunity 3692,Verhandlung,29960.1,45.6,2025-04-19,2024-11-11,Telefonakquise,Bestandskunde - Upgrade,
OPP00003693,,ACC007100,Opportunity 3693,Angebot,20181.58,48.8,2021-09-02,2021-04-09,Social Media,Neukunde,
OPP00003694,3694,ACC018459,Opportunity 3694,Closed Won,48321.85,100.0,2023-04-14,2022-12-25,Messe,Bestandskunde - Zusatzprodukt,
OPP00003695,,ACC019585,Opportunity 3695,Angebot,36861.1,69.8,2022-11-09,2022-05-23,Webseite,Bestandskunde - Upgrade,7934
OPP00003696,,ACC019807,Opportunity 3696,Verhandlung,17096.09,68.7,2024-10-13,2024-09-04,Social Media,Bestandskunde - Zusatzprodukt,9703
OPP00003697,,ACC006015,Opportunity 3697,Angebot,44648.32,54.3,2024-05-10,2024-03-18,Partner,Bestandskunde - Zusatzprodukt,
OPP00003698,3698,ACC009371,Opportunity 3698,Closed Won,45235.9,100.0,2022-12-07,2022-09-15,Messe,Bestandskunde - Upgrade,
OPP00003699,,ACC000097,Opportunity 3699,Angebot,33634.31,53.2,2021-09-23,2021-05-11,Social Media,Bestandskunde - Zusatzprodukt,5444
OPP00003700,,ACC001918,Opportunity 3700,Angebot,18446.33,29.0,2024-04-01,2024-02-13,Webseite,Bestandskunde - Upgrade,2429
OPP00003701,,ACC018856,Opportunity 3701,Qualifizierung,14069.92,71.3,2021-11-14,2021-09-14,Empfehlung,Neukunde,10008
OPP00003702,,ACC000034,Opportunity 3702,Verhandlung,46199.98,57.4,2022-07-06,2022-04-14,Social Media,Bestandskunde - Upgrade,
OPP00003703,3703,ACC009480,Opportunity 3703,Closed Won,9622.63,100.0,2022-07-13,2022-04-21,Webseite,Neukunde,3081
OPP00003704,3704,ACC007246,Opportunity 3704,Closed Won,29378.44,100.0,2021-10-11,2021-06-06,Telefonakquise,Bestandskunde - Zusatzprodukt,7300
OPP00003705,,ACC015433,Opportunity 3705,Interessent,40306.77,13.3,2021-11-05,2021-07-11,Empfehlung,Bestandskunde - Zusatzprodukt,4759
OPP00003706,,ACC012222,Opportunity 3706,Verhandlung,23827.19,23.8,2021-07-10,2021-03-18,Telefonakquise,Neukunde,8562
OPP00003707,,ACC015213,Opportunity 3707,Verhandlung,11821.21,13.6,2025-06-19,2025-01-09,Telefonakquise,Neukunde,950
OPP00003708,,ACC018477,Opportunity 3708,Angebot,30759.29,27.9,2022-09-28,2022-06-28,Messe,Bestandskunde - Upgrade,7223
OPP00003709,,ACC006784,Opportunity 3709,Verhandlung,41919.54,32.1,2022-06-09,2022-01-16,Partner,Neukunde,
OPP00003710,,ACC013651,Opportunity 3710,Interessent,18778.04,39.4,2024-04-23,2023-11-23,Telefonakquise,Bestandskunde - Zusatzprodukt,10239
OPP00003711,,ACC017581,Opportunity 3711,Qualifizierung,10258.1,13.4,2023-01-16,2022-09-29,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003712,,ACC012080,Opportunity 3712,Verhandlung,37224.29,48.0,2025-05-24,2025-01-08,Social Media,Neukunde,5003
OPP00003713,3713,ACC003968,Opportunity 3713,Closed Won,4819.67,100.0,2023-09-02,2023-05-14,Webseite,Bestandskunde - Zusatzprodukt,13446
OPP00003714,,ACC003131,Opportunity 3714,Interessent,14122.53,76.1,2022-10-22,2022-08-20,Social Media,Neukunde,9540
OPP00003715,,ACC001794,Opportunity 3715,Verhandlung,15076.85,59.8,2025-05-29,2025-04-23,Empfehlung,Bestandskunde - Upgrade,14297
OPP00003716,3716,ACC009954,Opportunity 3716,Closed Won,40093.21,100.0,2021-08-19,2021-03-09,Social Media,Bestandskunde - Upgrade,
OPP00003717,,ACC009686,Opportunity 3717,Angebot,27807.92,49.6,2022-06-06,2022-04-21,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003718,,ACC000879,Opportunity 3718,Verhandlung,15463.13,58.9,2021-09-25,2021-06-19,Social Media,Bestandskunde - Zusatzprodukt,782
OPP00003719,,ACC005715,Opportunity 3719,Closed Lost,29126.02,0.0,2025-03-07,2024-10-26,Partner,Bestandskunde - Zusatzprodukt,1249
OPP00003720,3720,ACC007759,Opportunity 3720,Closed Won,46336.95,100.0,2022-11-05,2022-06-27,Partner,Neukunde,1053
OPP00003721,,ACC004664,Opportunity 3721,Closed Lost,41179.5,0.0,2023-02-14,2022-12-12,Empfehlung,Neukunde,9727
OPP00003722,,ACC012311,Opportunity 3722,Interessent,16955.49,29.0,2024-07-20,2024-05-28,Webseite,Bestandskunde - Zusatzprodukt,12176
OPP00003723,,ACC007252,Opportunity 3723,Qualifizierung,16459.84,64.1,2024-09-22,2024-05-12,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003724,,ACC001059,Opportunity 3724,Closed Lost,12691.51,0.0,2024-05-07,2023-12-25,Social Media,Bestandskunde - Zusatzprodukt,15665
OPP00003725,3725,ACC001299,Opportunity 3725,Closed Won,12366.52,100.0,2021-12-12,2021-07-02,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003726,,ACC004366,Opportunity 3726,Angebot,37620.98,28.9,2022-09-01,2022-07-05,Social Media,Neukunde,986
OPP00003727,,ACC008159,Opportunity 3727,Qualifizierung,46557.15,33.7,2023-11-23,2023-06-14,Empfehlung,Neukunde,5254
OPP00003728,,ACC006204,Opportunity 3728,Qualifizierung,43453.86,67.6,2023-11-17,2023-10-17,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00003729,,ACC018184,Opportunity 3729,Interessent,41656.44,17.1,2022-08-23,2022-05-10,Partner,Bestandskunde - Zusatzprodukt,14227
OPP00003730,,ACC009143,Opportunity 3730,Closed Lost,16339.98,0.0,2023-09-05,2023-07-29,Telefonakquise,Neukunde,
OPP00003731,3731,ACC008743,Opportunity 3731,Closed Won,30411.23,100.0,2021-08-12,2021-07-08,Telefonakquise,Bestandskunde - Upgrade,
OPP00003732,,ACC011002,Opportunity 3732,Closed Lost,22974.83,0.0,2021-06-28,2021-01-04,Social Media,Bestandskunde - Upgrade,9248
OPP00003733,,ACC016199,Opportunity 3733,Angebot,19845.73,80.0,2023-05-27,2022-12-08,Telefonakquise,Neukunde,
OPP00003734,3734,ACC015174,Opportunity 3734,Closed Won,20873.09,100.0,2024-03-27,2023-11-07,Empfehlung,Neukunde,8451
OPP00003735,,ACC017468,Opportunity 3735,Verhandlung,39589.1,57.8,2023-05-05,2023-03-02,Partner,Neukunde,8304
OPP00003736,3736,ACC013132,Opportunity 3736,Closed Won,7445.94,100.0,2021-07-06,2021-02-08,Messe,Neukunde,71
OPP00003737,,ACC010070,Opportunity 3737,Angebot,28743.6,19.3,2025-02-17,2024-09-12,Empfehlung,Neukunde,3942
OPP00003738,3738,ACC006441,Opportunity 3738,Closed Won,31662.61,100.0,2025-05-27,2025-04-27,Messe,Neukunde,829
OPP00003739,3739,ACC004372,Opportunity 3739,Closed Won,42274.92,100.0,2023-11-19,2023-06-19,Social Media,Bestandskunde - Upgrade,
OPP00003740,,ACC008020,Opportunity 3740,Angebot,35100.11,29.4,2023-10-24,2023-05-29,Webseite,Bestandskunde - Upgrade,2668
OPP00003741,,ACC003232,Opportunity 3741,Angebot,20385.74,23.5,2023-06-27,2023-01-23,Partner,Bestandskunde - Upgrade,544
OPP00003742,,ACC016040,Opportunity 3742,Verhandlung,13513.04,24.9,2024-10-26,2024-08-03,Social Media,Bestandskunde - Upgrade,15419
OPP00003743,,ACC008190,Opportunity 3743,Angebot,9293.86,36.0,2023-02-18,2022-10-23,Social Media,Bestandskunde - Upgrade,1917
OPP00003744,3744,ACC012496,Opportunity 3744,Closed Won,19142.68,100.0,2024-08-05,2024-06-23,Messe,Bestandskunde - Upgrade,13895
OPP00003745,3745,ACC018135,Opportunity 3745,Closed Won,44382.91,100.0,2023-12-06,2023-06-24,Messe,Bestandskunde - Zusatzprodukt,3822
OPP00003746,,ACC013467,Opportunity 3746,Angebot,10871.26,56.7,2025-01-06,2024-11-05,Webseite,Neukunde,
OPP00003747,,ACC009832,Opportunity 3747,Qualifizierung,36765.16,37.8,2024-01-05,2023-09-05,Empfehlung,Bestandskunde - Zusatzprodukt,7386
OPP00003748,,ACC003016,Opportunity 3748,Verhandlung,42163.82,56.6,2024-01-16,2023-08-29,Social Media,Bestandskunde - Upgrade,3216
OPP00003749,,ACC003712,Opportunity 3749,Verhandlung,49105.43,60.3,2024-03-30,2023-11-28,Social Media,Neukunde,
OPP00003750,,ACC013626,Opportunity 3750,Closed Lost,35200.1,0.0,2022-12-13,2022-07-22,Telefonakquise,Neukunde,
OPP00003751,,ACC010647,Opportunity 3751,Interessent,35387.75,47.9,2022-11-12,2022-05-22,Empfehlung,Neukunde,
OPP00003752,3752,ACC016008,Opportunity 3752,Closed Won,23909.49,100.0,2022-12-03,2022-07-17,Partner,Bestandskunde - Upgrade,7954
OPP00003753,,ACC002265,Opportunity 3753,Interessent,1036.36,59.2,2023-03-17,2022-12-19,Messe,Bestandskunde - Zusatzprodukt,6389
OPP00003754,,ACC009262,Opportunity 3754,Interessent,41136.63,21.7,2021-09-05,2021-06-01,Social Media,Bestandskunde - Upgrade,2440
OPP00003755,,ACC004774,Opportunity 3755,Closed Lost,21133.01,0.0,2024-02-23,2023-09-12,Partner,Neukunde,15841
OPP00003756,3756,ACC012330,Opportunity 3756,Closed Won,32966.9,100.0,2025-07-31,2025-02-07,Social Media,Neukunde,8982
OPP00003757,3757,ACC005086,Opportunity 3757,Closed Won,14778.43,100.0,2023-09-04,2023-05-10,Messe,Neukunde,9911
OPP00003758,,ACC010797,Opportunity 3758,Angebot,694.08,63.8,2024-03-17,2023-11-07,Social Media,Bestandskunde - Zusatzprodukt,
OPP00003759,,ACC005002,Opportunity 3759,Verhandlung,7421.83,43.2,2024-04-27,2024-01-30,Partner,Bestandskunde - Upgrade,
OPP00003760,3760,ACC001636,Opportunity 3760,Closed Won,34752.09,100.0,2021-10-10,2021-08-23,Social Media,Bestandskunde - Zusatzprodukt,5041
OPP00003761,,ACC014110,Opportunity 3761,Angebot,10530.17,42.2,2024-06-29,2024-03-20,Telefonakquise,Bestandskunde - Zusatzprodukt,5112
OPP00003762,,ACC003524,Opportunity 3762,Closed Lost,5928.39,0.0,2021-12-08,2021-06-15,Messe,Bestandskunde - Upgrade,1071
OPP00003763,3763,ACC017031,Opportunity 3763,Closed Won,9364.45,100.0,2023-03-16,2023-01-05,Empfehlung,Bestandskunde - Upgrade,
OPP00003764,,ACC011082,Opportunity 3764,Angebot,40046.77,60.9,2024-07-09,2024-02-08,Webseite,Neukunde,13878
OPP00003765,,ACC014806,Opportunity 3765,Qualifizierung,5828.97,70.8,2023-02-19,2022-10-11,Empfehlung,Neukunde,10319
OPP00003766,3766,ACC001796,Opportunity 3766,Closed Won,10815.53,100.0,2024-04-30,2024-01-15,Messe,Neukunde,432
OPP00003767,,ACC003897,Opportunity 3767,Verhandlung,20733.1,41.6,2025-03-09,2024-10-27,Messe,Bestandskunde - Upgrade,
OPP00003768,,ACC009350,Opportunity 3768,Verhandlung,48831.77,49.7,2022-11-26,2022-07-25,Partner,Bestandskunde - Zusatzprodukt,5941
OPP00003769,3769,ACC010115,Opportunity 3769,Closed Won,22923.51,100.0,2024-06-05,2024-04-09,Empfehlung,Bestandskunde - Upgrade,5492
OPP00003770,,ACC005107,Opportunity 3770,Qualifizierung,851.2,49.4,2021-07-08,2021-01-23,Empfehlung,Neukunde,13653
OPP00003771,,ACC008424,Opportunity 3771,Angebot,7469.76,20.7,2023-02-20,2022-10-23,Telefonakquise,Bestandskunde - Zusatzprodukt,6200
OPP00003772,,ACC009094,Opportunity 3772,Verhandlung,37950.94,37.6,2021-09-08,2021-04-28,Social Media,Neukunde,394
OPP00003773,3773,ACC015817,Opportunity 3773,Closed Won,39766.81,100.0,2022-02-25,2021-09-13,Partner,Bestandskunde - Zusatzprodukt,8257
OPP00003774,3774,ACC012453,Opportunity 3774,Closed Won,37930.89,100.0,2022-07-05,2022-02-03,Partner,Neukunde,5372
OPP00003775,,ACC006925,Opportunity 3775,Angebot,44063.92,76.7,2022-02-16,2021-10-23,Social Media,Bestandskunde - Zusatzprodukt,1226
OPP00003776,3776,ACC015896,Opportunity 3776,Closed Won,31966.13,100.0,2025-08-07,2025-06-10,Partner,Bestandskunde - Zusatzprodukt,13536
OPP00003777,,ACC015281,Opportunity 3777,Qualifizierung,49272.54,34.2,2024-03-08,2023-11-24,Empfehlung,Bestandskunde - Upgrade,11504
OPP00003778,,ACC017072,Opportunity 3778,Closed Lost,5287.69,0.0,2023-10-12,2023-06-03,Telefonakquise,Neukunde,
OPP00003779,,ACC015772,Opportunity 3779,Angebot,8435.22,54.8,2023-10-06,2023-08-19,Messe,Bestandskunde - Zusatzprodukt,12498
OPP00003780,3780,ACC006072,Opportunity 3780,Closed Won,21230.6,100.0,2025-11-03,2025-05-09,Webseite,Neukunde,7968
OPP00003781,,ACC019933,Opportunity 3781,Angebot,21355.47,45.8,2021-08-12,2021-03-30,Partner,Bestandskunde - Zusatzprodukt,
OPP00003782,,ACC011749,Opportunity 3782,Verhandlung,2782.53,48.7,2024-04-25,2024-01-02,Empfehlung,Bestandskunde - Zusatzprodukt,
OPP00003783,3783,ACC018202,Opportunity 3783,Closed Won,37581.05,100.0,2022-09-04,2022-06-27,Empfehlung,Bestandskunde - Upgrade,10884
OPP00003784,3784,ACC004573,Opportunity 3784,Closed Won,23423.66,100.0,2022-09-23,2022-07-12,Social Media,Bestandskunde - Upgrade,4698
OPP00003785,3785,ACC017390,Opportunity 3785,Closed Won,847.57,100.0,2022-12-20,2022-08-21,Empfehlung,Neukunde,4630
OPP00003786,3786,ACC011217,Opportunity 3786,Closed Won,17229.11,100.0,2023-02-15,2022-11-24,Messe,Neukunde,1012
OPP00003787,,ACC010311,Opportunity 3787,Interessent,23723.48,45.2,2025-05-04,2024-12-12,Telefonakquise,Bestandskunde - Upgrade,6940
OPP00003788,3788,ACC002286,Opportunity 3788,Closed Won,24643.49,100.0,2025-01-26,2024-11-20,Social Media,Bestandskunde - Zusatzprodukt,13071
OPP00003789,,ACC008889,Opportunity 3789,Closed Lost,8770.68,0.0,2023-11-13,2023-07-19,Telefonakquise,Neukunde,
OPP00003790,,ACC008463,Opportunity 3790,Qualifizierung,6181.67,53.1,2024-11-22,2024-07-15,Telefonakquise,Bestandskunde - Zusatzprodukt,3397
OPP00003791,,ACC015568,Opportunity 3791,Qualifizierung,7013.82,15.4,2025-10-27,2025-06-11,Partner,Bestandskunde - Upgrade,5575
OPP00003792,3792,ACC005590,Opportunity 3792,Closed Won,15123.63,100.0,2025-05-11,2024-11-14,Social Media,Bestandskunde - Upgrade,5545
OPP00003793,3793,ACC013864,Opportunity 3793,Closed Won,30986.08,100.0,2025-05-05,2025-03-16,Partner,Bestandskunde - Upgrade,13966
OPP00003794,,ACC007521,Opportunity 3794,Closed Lost,18617.92,0.0,2025-03-01,2025-01-24,Telefonakquise,Neukunde,14548
OPP00003795,,ACC014845,Opportunity 3795,Closed Lost,26581.82,0.0,2025-04-26,2025-01-31,Empfehlung,Bestandskunde - Upgrade,
OPP00003796,3796,ACC003389,Opportunity 3796,Closed Won,16727.7,100.0,2023-03-28,2022-12-10,Webseite,Bestandskunde - Zusatzprodukt,1646
OPP00003797,,ACC002512,Opportunity 3797,Angebot,36398.78,27.9,2023-08-01,2023-04-10,Telefonakquise,Neukunde,8423
OPP00003798,,ACC017649,Opportunity 3798,Interessent,48287.84,19.6,2025-03-12,2024-12-14,Partner,Bestandskunde - Zusatzprodukt,
OPP00003799,,ACC018037,Opportunity 3799,Angebot,26647.26,41.4,2025-02-12,2024-12-26,Partner,Bestandskunde - Upgrade,10450
OPP00003800,,ACC012094,Opportunity 3800,Qualifizierung,2562.82,28.0,2023-09-15,2023-04-24,Telefonakquise,Neukunde,15592
OPP00003801,,ACC002972,Opportunity 3801,Angebot,38619.06,11.4,2021-12-08,2021-06-29,Webseite,Bestandskunde - Zusatzprodukt,7776
OPP00003802,,ACC001071,Opportunity 3802,Angebot,26501.97,16.7,2023-04-03,2023-03-04,Messe,Neukunde,11071
OPP00003803,3803,ACC000554,Opportunity 3803,Closed Won,17145.72,100.0,2022-03-10,2021-12-22,Webseite,Neukunde,15937
OPP00003804,,ACC001696,Opportunity 3804,Interessent,12257.69,60.3,2021-11-20,2021-07-07,Telefonakquise,Neukunde,11772
OPP00003805,,ACC010795,Opportunity 3805,Verhandlung,34643.65,52.5,2025-09-27,2025-04-20,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003806,,ACC011122,Opportunity 3806,Interessent,45410.71,29.8,2025-09-20,2025-06-21,Webseite,Bestandskunde - Zusatzprodukt,3010
OPP00003807,,ACC019344,Opportunity 3807,Verhandlung,9449.8,72.1,2023-01-28,2022-08-01,Telefonakquise,Neukunde,4608
OPP00003808,,ACC005734,Opportunity 3808,Angebot,1350.12,40.3,2024-02-25,2023-10-18,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003809,,ACC019767,Opportunity 3809,Closed Lost,25315.27,0.0,2022-08-14,2022-06-20,Messe,Neukunde,4685
OPP00003810,,ACC000231,Opportunity 3810,Qualifizierung,8399.44,67.3,2024-10-10,2024-06-23,Partner,Bestandskunde - Zusatzprodukt,
OPP00003811,,ACC016171,Opportunity 3811,Closed Lost,14620.59,0.0,2023-06-22,2023-03-04,Social Media,Bestandskunde - Upgrade,7208
OPP00003812,,ACC012691,Opportunity 3812,Closed Lost,4850.53,0.0,2022-07-02,2022-04-22,Telefonakquise,Bestandskunde - Upgrade,410
OPP00003813,,ACC013361,Opportunity 3813,Closed Lost,37030.99,0.0,2022-12-24,2022-09-01,Empfehlung,Bestandskunde - Zusatzprodukt,14022
OPP00003814,,ACC007266,Opportunity 3814,Verhandlung,35387.72,29.1,2023-05-12,2023-01-17,Telefonakquise,Neukunde,
OPP00003815,,ACC014438,Opportunity 3815,Qualifizierung,23659.84,43.8,2024-03-25,2023-12-13,Partner,Bestandskunde - Upgrade,504
OPP00003816,,ACC001147,Opportunity 3816,Angebot,49110.15,32.9,2025-07-10,2025-04-16,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003817,,ACC016007,Opportunity 3817,Verhandlung,10962.55,42.6,2022-03-17,2021-12-06,Empfehlung,Bestandskunde - Upgrade,5969
OPP00003818,,ACC006936,Opportunity 3818,Angebot,36706.77,49.6,2025-12-20,2025-06-28,Messe,Bestandskunde - Zusatzprodukt,9988
OPP00003819,3819,ACC006397,Opportunity 3819,Closed Won,18827.3,100.0,2024-04-21,2023-11-07,Partner,Bestandskunde - Upgrade,1889
OPP00003820,,ACC012706,Opportunity 3820,Verhandlung,7485.5,73.3,2023-02-22,2022-12-08,Webseite,Neukunde,
OPP00003821,,ACC014817,Opportunity 3821,Angebot,22826.17,32.7,2025-01-21,2024-10-07,Social Media,Bestandskunde - Upgrade,6529
OPP00003822,,ACC003679,Opportunity 3822,Interessent,48271.8,72.3,2024-08-20,2024-06-10,Social Media,Bestandskunde - Zusatzprodukt,3605
OPP00003823,3823,ACC008139,Opportunity 3823,Closed Won,35928.63,100.0,2024-08-14,2024-03-20,Social Media,Bestandskunde - Upgrade,
OPP00003824,,ACC015616,Opportunity 3824,Interessent,4936.97,31.2,2021-11-03,2021-08-20,Partner,Neukunde,
OPP00003825,,ACC016865,Opportunity 3825,Closed Lost,27928.6,0.0,2024-07-02,2024-03-08,Telefonakquise,Neukunde,15129
OPP00003826,3826,ACC016531,Opportunity 3826,Closed Won,49317.65,100.0,2024-07-09,2024-01-17,Messe,Bestandskunde - Upgrade,5478
OPP00003827,,ACC018800,Opportunity 3827,Angebot,2280.0,72.9,2022-10-12,2022-04-30,Partner,Neukunde,12403
OPP00003828,,ACC018011,Opportunity 3828,Verhandlung,20314.5,74.8,2024-07-29,2024-02-19,Social Media,Bestandskunde - Zusatzprodukt,8165
OPP00003829,3829,ACC014704,Opportunity 3829,Closed Won,2292.82,100.0,2023-04-14,2023-02-07,Webseite,Bestandskunde - Zusatzprodukt,
OPP00003830,3830,ACC012941,Opportunity 3830,Closed Won,3126.69,100.0,2024-05-14,2024-01-24,Telefonakquise,Bestandskunde - Zusatzprodukt,15107
OPP00003831,,ACC019563,Opportunity 3831,Closed Lost,2740.75,0.0,2024-12-18,2024-10-18,Empfehlung,Neukunde,10937
OPP00003832,,ACC001253,Opportunity 3832,Closed Lost,31099.07,0.0,2022-06-03,2022-01-31,Social Media,Neukunde,9797
OPP00003833,,ACC017233,Opportunity 3833,Qualifizierung,24029.03,42.7,2024-10-13,2024-08-21,Partner,Bestandskunde - Upgrade,
OPP00003834,,ACC013942,Opportunity 3834,Closed Lost,42520.37,0.0,2022-06-07,2022-02-10,Social Media,Bestandskunde - Upgrade,
OPP00003835,,ACC004029,Opportunity 3835,Closed Lost,31273.51,0.0,2022-10-20,2022-04-23,Empfehlung,Bestandskunde - Upgrade,
OPP00003836,,ACC003882,Opportunity 3836,Closed Lost,40187.18,0.0,2022-06-21,2022-04-01,Partner,Neukunde,
OPP00003837,,ACC019832,Opportunity 3837,Verhandlung,6328.69,45.7,2021-04-25,2021-02-20,Empfehlung,Bestandskunde - Upgrade,1016
OPP00003838,,ACC000873,Opportunity 3838,Closed Lost,30846.81,0.0,2022-11-14,2022-06-04,Partner,Bestandskunde - Upgrade,8569
OPP00003839,,ACC019498,Opportunity 3839,Angebot,6696.87,62.1,2024-12-25,2024-10-04,Partner,Bestandskunde - Zusatzprodukt,11755
OPP00003840,,ACC007440,Opportunity 3840,Qualifizierung,16333.09,55.3,2024-12-03,2024-07-15,Messe,Bestandskunde - Upgrade,
OPP00003841,,ACC012561,Opportunity 3841,Closed Lost,33679.21,0.0,2024-05-28,2024-02-03,Messe,Bestandskunde - Zusatzprodukt,7322
OPP00003842,,ACC003265,Opportunity 3842,Angebot,14714.29,18.9,2025-03-18,2024-10-15,Partner,Bestandskunde - Zusatzprodukt,
OPP00003843,,ACC013580,Opportunity 3843,Qualifizierung,13284.2,59.1,2023-10-09,2023-08-08,Social Media,Bestandskunde - Upgrade,
OPP00003844,,ACC003597,Opportunity 3844,Qualifizierung,22417.9,49.0,2023-08-08,2023-03-28,Social Media,Neukunde,1048
OPP00003845,,ACC006756,Opportunity 3845,Angebot,19206.73,49.6,2023-11-07,2023-07-29,Social Media,Bestandskunde - Upgrade,7543
OPP00003846,3846,ACC018164,Opportunity 3846,Closed Won,19695.02,100.0,2021-07-26,2021-06-20,Webseite,Bestandskunde - Zusatzprodukt,4482
OPP00003847,,ACC019874,Opportunity 3847,Verhandlung,23751.31,48.7,2021-08-28,2021-07-18,Empfehlung,Neukunde,
OPP00003848,,ACC010711,Opportunity 3848,Qualifizierung,40277.93,15.8,2024-01-08,2023-11-01,Social Media,Neukunde,10874
OPP00003849,,ACC009134,Opportunity 3849,Qualifizierung,582.28,63.5,2021-11-03,2021-06-16,Webseite,Neukunde,15392
OPP00003850,,ACC001200,Opportunity 3850,Qualifizierung,32963.2,10.9,2025-06-02,2024-12-23,Messe,Neukunde,9577
OPP00003851,3851,ACC003263,Opportunity 3851,Closed Won,49255.02,100.0,2021-06-21,2021-02-10,Social Media,Bestandskunde - Zusatzprodukt,2941
OPP00003852,,ACC001305,Opportunity 3852,Verhandlung,38518.63,70.0,2022-04-20,2022-03-11,Webseite,Neukunde,688
OPP00003853,,ACC004980,Opportunity 3853,Interessent,9766.48,27.5,2024-01-04,2023-07-27,Empfehlung,Bestandskunde - Upgrade,7734
OPP00003854,,ACC001519,Opportunity 3854,Closed Lost,39007.11,0.0,2024-09-03,2024-03-13,Messe,Neukunde,2057
OPP00003855,3855,ACC009266,Opportunity 3855,Closed Won,10306.88,100.0,2022-09-11,2022-06-08,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00003856,,ACC015383,Opportunity 3856,Qualifizierung,22394.37,53.2,2023-01-24,2022-08-23,Messe,Neukunde,9327
OPP00003857,,ACC001904,Opportunity 3857,Qualifizierung,7330.83,60.9,2022-05-24,2022-02-10,Telefonakquise,Neukunde,9844
OPP00003858,,ACC012063,Opportunity 3858,Qualifizierung,20307.89,19.3,2022-10-02,2022-05-05,Partner,Bestandskunde - Upgrade,9520
