campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
3682,2024-07-17,41,7,601,401,324.39,29,6038
3683,2023-05-13,29,14,601,400,198.41,73,934
3684,2022-06-25,31,1,603,401,281.14,17,7300
3685,2024-09-24,90,15,600,402,60.23,15,14728
3686,2022-05-10,48,14,602,402,243.99,9,12353
3687,2022-07-08,96,1,602,403,472.52,31,1803
3688,2024-10-04,65,3,603,402,496.03,95,2813
3689,2022-03-28,46,9,600,400,361.68,78,13832
3690,2023-09-29,83,8,603,402,232.03,56,12118
3691,2022-05-10,98,10,600,400,72.94,46,567
3692,2023-03-25,37,8,605,400,93.84,72,7262
3693,2023-04-14,82,14,602,403,90.26,38,12755
3694,2022-06-03,29,5,600,402,192.16,42,13378
3695,2022-12-09,92,12,602,403,338.81,32,4826
3696,2025-04-29,2,10,605,400,489.94,43,4819
3697,2024-12-16,69,9,604,400,133.07,44,5316
3698,2022-01-16,12,5,603,400,128.15,40,7851
3699,2025-01-07,22,12,602,403,312.19,33,8801
3700,2022-05-20,98,9,602,400,159.63,61,10598
3701,2024-07-09,8,3,604,402,190.89,94,11775
3702,2022-06-26,21,3,605,403,275.31,14,1766
3703,2024-08-30,40,12,605,401,319.51,23,13906
3704,2024-02-28,59,15,600,400,154.64,83,6240
3705,2024-04-25,36,10,605,401,126.53,25,3463
3706,2023-11-02,7,1,605,403,219.19,25,12709
3707,2022-07-09,52,14,602,401,225.45,69,3278
3708,2025-03-13,34,13,602,403,166.33,53,8449
3709,2024-04-28,70,9,601,400,304.6,26,13451
3710,2025-05-09,77,4,600,401,273.93,66,8526
3711,2022-12-26,76,15,600,403,219.55,71,13878
3712,2022-04-28,27,11,603,400,379.01,7,5364
3713,2024-08-25,40,8,604,400,210.47,38,4289
3714,2023-05-13,90,15,601,402,441.75,54,7221
3715,2024-06-12,63,5,603,400,329.5,97,13304
3716,2025-04-26,23,14,604,400,332.4,49,10984
3717,2023-12-01,97,13,605,401,124.62,52,11129
3718,2022-04-05,51,10,605,402,344.0,95,13078
3719,2023-09-17,55,4,603,403,449.88,49,14306
3720,2025-02-17,93,13,603,401,374.01,61,4119
3721,2022-10-15,8,2,605,402,120.94,51,9526
3722,2023-05-07,57,6,605,401,140.0,53,5660
3723,2024-01-03,87,7,605,401,385.27,75,3141
3724,2024-03-25,66,13,604,402,390.23,34,3439
3725,2022-07-24,79,4,600,400,339.17,42,14397
3726,2022-04-02,11,15,605,403,302.85,28,4850
3727,2022-02-16,2,6,601,402,360.77,84,11352
3728,2022-02-05,67,12,602,403,245.73,51,9245
3729,2023-06-13,77,11,603,400,414.52,39,5018
3730,2024-05-21,82,10,604,402,116.15,74,960
3731,2023-06-18,53,14,605,401,131.87,55,9437
3732,2022-11-03,20,12,602,402,250.99,82,7903
3733,2023-10-24,70,2,602,400,61.97,5,14216
3734,2023-11-06,84,12,600,403,498.7,87,11113
3735,2025-06-11,55,6,601,402,377.1,32,4899
3736,2024-11-22,11,3,600,403,55.7,69,11325
3737,2025-05-01,16,5,602,403,220.36,91,5607
3738,2024-11-12,96,4,601,403,354.63,35,12354
3739,2022-09-29,16,9,602,401,366.63,66,3979
3740,2023-02-28,51,7,605,402,487.88,78,6033
3741,2023-06-04,13,11,605,401,421.07,9,7318
3742,2022-04-06,69,4,601,400,277.32,56,10334
3743,2025-06-25,55,7,602,403,325.23,71,6872
3744,2024-03-16,57,14,601,403,438.74,54,3261
3745,2025-05-11,70,15,602,402,435.53,26,8328
3746,2025-06-20,89,13,600,400,480.77,95,12933
3747,2023-01-02,89,15,605,401,118.05,16,14329
3748,2022-01-11,55,14,601,401,446.89,26,4685
3749,2025-01-24,60,12,602,403,264.82,59,4033
3750,2022-08-20,65,10,605,400,265.63,41,1493
3751,2023-09-24,51,2,600,403,298.36,7,9746
3752,2023-03-09,10,1,600,402,236.62,45,4951
3753,2024-09-16,56,10,604,400,319.73,40,14844
3754,2024-04-02,47,8,603,403,404.5,44,10701
3755,2024-08-24,53,2,602,403,78.98,13,5700
3756,2023-03-08,18,7,604,401,199.37,92,1074
3757,2022-06-09,75,6,601,400,216.1,77,5036
3758,2022-02-03,79,7,600,401,496.58,79,2394
3759,2023-03-31,81,10,604,402,374.28,36,9840
3760,2023-02-05,66,3,605,400,172.42,70,9841
3761,2024-12-24,19,9,602,401,130.83,81,13665
3762,2024-01-06,73,3,605,401,187.82,59,6875
3763,2024-09-29,30,9,601,402,125.35,15,6716
3764,2024-07-27,93,4,600,401,250.83,44,1586
3765,2022-08-30,16,6,600,403,234.26,82,1394
3766,2025-02-08,47,1,605,403,229.83,98,6330
3767,2023-06-24,93,10,602,401,254.49,33,13785
3768,2024-08-09,67,5,605,401,310.38,45,168
3769,2024-12-09,59,1,603,402,411.35,10,7636
3770,2025-02-08,6,8,601,401,416.09,50,4844
3771,2023-12-15,9,6,602,401,55.0,35,679
3772,2022-10-27,14,1,604,403,156.4,99,11993
3773,2023-03-08,86,10,603,401,70.15,81,7407
3774,2025-06-21,88,1,601,403,449.22,13,11691
3775,2022-03-28,37,1,605,401,317.73,81,3658
3776,2022-09-12,96,8,600,401,476.73,53,8070
3777,2024-07-02,57,10,600,401,149.53,39,4720
3778,2022-11-06,35,13,603,402,493.95,49,5239
3779,2024-12-23,49,13,602,401,381.41,35,10630
3780,2022-05-18,64,3,600,400,417.76,70,10729
3781,2024-07-04,95,4,603,402,253.23,43,13481
3782,2025-01-31,83,1,602,402,217.87,42,4575
3783,2022-05-07,76,15,600,402,197.93,39,6510
3784,2023-08-05,61,5,600,400,415.34,10,1391
3785,2022-12-14,66,8,604,401,229.36,75,1626
3786,2023-09-24,86,4,601,401,167.66,86,9346
3787,2023-03-15,23,8,601,400,376.55,74,12445
3788,2023-07-10,50,12,601,401,489.72,84,8954
3789,2023-11-30,86,14,603,400,51.28,31,4153
3790,2024-01-21,75,6,601,402,223.77,17,712
3791,2024-12-23,16,15,604,403,65.35,24,794
3792,2023-07-03,24,10,604,403,456.82,51,5316
3793,2023-12-13,29,5,605,402,80.59,78,5683
3794,2022-11-29,46,13,601,403,307.75,81,7792
3795,2022-08-22,82,15,600,401,167.68,29,14755
3796,2023-08-23,8,7,601,402,497.69,61,6812
3797,2023-01-07,1,7,602,403,404.65,57,1640
3798,2022-08-10,70,12,602,400,278.25,28,8447
3799,2024-05-24,96,7,605,403,174.04,50,5290
3800,2023-12-07,84,10,601,400,191.64,82,2368
3801,2022-08-22,87,3,602,402,89.59,75,892
3802,2025-06-25,3,15,603,403,244.09,20,13047
3803,2025-05-18,25,12,604,401,478.22,89,3112
3804,2025-03-23,83,4,602,403,85.02,11,14176
3805,2023-08-30,56,10,602,402,249.59,40,11449
3806,2022-08-01,48,9,600,401,261.64,96,11838
3807,2023-10-24,48,6,601,400,414.47,38,14745
3808,2023-02-09,17,10,603,403,156.59,67,889
3809,2022-08-27,91,2,604,403,479.21,75,8100
3810,2024-08-16,56,2,603,402,498.35,58,14755
3811,2023-10-28,35,13,601,402,143.87,92,9832
3812,2024-04-28,85,11,602,401,185.68,81,5784
3813,2024-02-05,42,13,601,400,496.16,61,7795
3814,2023-01-23,63,7,604,400,127.46,39,13868
3815,2025-01-09,11,4,600,400,378.97,13,5105
3816,2023-11-27,69,9,600,401,493.49,34,14136
3817,2023-10-02,70,12,600,401,73.75,79,3941
3818,2022-05-13,26,9,605,401,133.92,79,10438
3819,2023-04-27,38,5,600,402,293.15,97,8992
3820,2022-02-13,86,15,604,401,127.35,48,997
3821,2024-11-04,67,1,601,400,351.78,65,7952
3822,2024-11-02,53,7,605,402,281.48,70,10528
3823,2023-06-14,66,6,600,401,266.27,37,3991
3824,2024-07-27,38,15,605,402,307.7,17,5106
3825,2025-02-17,35,3,602,402,372.47,78,2588
3826,2023-09-13,76,3,602,403,493.47,42,2079
3827,2024-03-03,69,9,601,403,63.06,100,10180
3828,2022-12-17,54,1,604,403,260.71,66,11816
3829,2024-06-09,33,13,601,403,91.92,99,13399
3830,2023-09-26,60,12,600,401,357.99,65,7380
3831,2025-02-23,48,2,605,402,360.72,93,6703
3832,2023-05-05,66,8,600,401,492.7,89,3313
3833,2022-08-25,6,10,605,403,344.61,49,2129
3834,2024-09-24,43,2,605,403,327.12,78,14008
3835,2023-08-04,71,12,604,400,230.05,12,9632
3836,2022-01-26,81,14,605,403,53.31,44,304
3837,2022-03-28,26,5,603,400,435.72,53,11341
3838,2023-11-19,22,10,601,400,290.14,8,648
3839,2022-01-23,94,10,600,400,270.57,56,5238
3840,2023-09-05,17,10,600,400,75.85,40,8455
3841,2024-08-01,5,8,603,403,268.35,74,683
3842,2022-07-28,62,1,603,403,489.86,68,14404
3843,2022-01-26,23,14,600,400,347.17,12,8818
3844,2024-10-17,56,10,600,400,53.06,62,2079
3845,2024-07-16,75,11,601,403,408.09,22,3695
3846,2022-04-17,22,14,601,402,132.86,43,8176
3847,2024-10-24,6,4,602,402,431.94,29,8519
3848,2022-08-03,57,9,600,401,440.45,18,8274
3849,2022-10-11,58,8,600,403,188.79,41,6063
3850,2023-12-30,20,15,604,401,285.41,49,7200
3851,2022-10-05,22,2,604,400,390.64,88,8802
3852,2023-06-10,53,9,604,402,391.87,43,1949
3853,2024-05-01,100,9,600,402,435.64,95,5470
3854,2025-04-05,26,2,600,402,408.33,70,14341
3855,2023-08-02,49,6,601,403,70.41,5,7300
3856,2023-11-17,52,14,602,402,453.39,16,11389
3857,2024-05-20,46,12,600,401,72.38,21,2344
3858,2023-03-26,21,13,602,401,351.84,13,6583
3859,2024-03-14,36,11,605,403,105.77,98,3573
3860,2023-05-22,63,8,602,403,337.3,18,779
3861,2023-09-05,69,6,605,400,384.02,81,14235
3862,2023-05-15,85,4,602,401,72.77,100,157
3863,2023-10-04,58,11,602,402,418.35,21,3329
3864,2023-05-03,30,13,604,400,380.58,22,14570
3865,2023-09-08,19,9,600,401,174.24,48,14296
3866,2023-08-22,62,9,604,400,67.53,56,420
3867,2023-04-16,87,9,602,402,411.91,8,4334
3868,2022-04-17,63,3,604,400,291.5,11,4615
3869,2024-02-07,40,15,601,401,238.37,55,9413
3870,2023-03-12,62,13,601,402,206.6,79,6096
3871,2024-07-14,49,15,603,401,411.91,36,3051
3872,2022-03-19,44,1,603,402,226.93,55,6355
3873,2023-08-05,4,8,605,401,166.01,63,4868
3874,2023-04-14,67,1,604,402,381.48,84,7356
3875,2024-04-02,61,7,602,400,454.28,55,8653
3876,2022-08-19,75,5,605,400,441.8,98,2612
3877,2023-09-07,14,3,605,400,475.65,12,6237
3878,2023-11-24,44,15,601,401,358.84,50,11732
3879,2023-05-22,78,1,601,401,449.76,70,1755
3880,2023-03-04,77,15,601,403,192.68,94,9171
3881,2024-10-22,65,2,604,403,91.65,53,8195
3882,2023-07-03,66,4,600,400,207.54,77,9955
3883,2023-07-06,41,5,600,400,91.9,65,2332
3884,2023-11-12,4,15,601,403,202.2,42,7428
3885,2023-07-13,39,2,603,403,411.8,60,11733
3886,2023-12-17,77,4,603,400,149.07,53,1356
3887,2022-07-11,1,15,605,403,291.34,57,14849
3888,2023-06-29,57,9,603,402,284.3,87,8744
3889,2022-02-24,65,11,601,402,274.95,38,9281
3890,2024-02-27,47,3,601,403,117.68,68,4690
3891,2022-07-06,73,14,603,402,196.09,7,8642
3892,2023-06-02,15,8,603,402,351.47,87,5857
3893,2024-12-11,72,11,600,402,162.39,48,14739
3894,2025-02-12,83,11,603,401,60.93,40,14502
3895,2023-01-27,61,2,605,402,117.56,70,10838
3896,2022-02-14,41,14,602,401,213.8,9,9697
3897,2025-01-17,26,8,603,401,451.9,67,13914
3898,2024-07-20,22,6,603,401,134.13,42,6488
3899,2022-10-30,78,15,604,403,137.34,31,10099
3900,2022-04-05,21,6,603,400,98.78,45,12791
3901,2025-02-27,2,13,602,402,280.75,42,783
3902,2023-12-23,43,5,600,402,189.72,39,4061
3903,2025-04-19,39,6,605,403,373.87,22,10038
3904,2022-03-28,80,3,600,400,207.12,11,11768
3905,2024-05-29,42,13,604,401,118.1,87,3891
3906,2024-11-20,2,10,602,400,292.07,21,2294
3907,2025-01-25,54,4,604,401,342.76,72,4604
3908,2022-05-27,43,3,605,402,250.0,64,10350
3909,2023-10-02,70,10,603,402,154.22,38,4989
3910,2025-03-11,78,9,604,403,396.99,71,6951
3911,2022-08-16,29,15,602,401,272.35,64,5213
3912,2024-07-28,93,7,604,402,327.47,66,4091
3913,2022-07-05,95,9,603,402,482.68,32,10996
3914,2022-12-05,2,5,601,401,362.11,71,13053
3915,2024-02-27,77,14,605,402,299.4,88,7321
3916,2023-09-09,69,5,600,402,404.99,31,696
3917,2024-10-18,79,1,602,401,318.96,74,3942
3918,2023-12-15,48,6,605,403,110.36,9,13924
3919,2023-12-17,77,9,601,402,129.63,51,12728
3920,2025-04-05,12,1,600,401,105.46,21,4501
3921,2024-10-29,73,8,605,402,493.96,84,12650
3922,2023-07-10,25,13,603,402,399.57,81,8162
3923,2023-02-05,52,8,600,401,378.2,94,8373
3924,2024-11-04,40,13,601,402,136.28,96,8428
3925,2022-01-14,57,5,604,403,274.98,50,3308
3926,2023-01-21,49,14,605,403,464.13,61,13772
3927,2024-05-04,54,9,603,400,78.17,52,4507
3928,2025-06-28,12,5,602,400,464.82,49,14302
3929,2025-04-29,70,12,600,401,289.46,89,11219
3930,2025-03-09,53,2,602,401,428.68,16,526
3931,2023-11-18,64,2,605,402,290.02,95,5087
3932,2023-01-28,6,11,600,400,68.72,78,2700
3933,2025-02-06,34,1,602,403,52.17,35,2137
3934,2024-08-22,100,6,603,402,367.65,26,7849
3935,2024-04-21,15,2,600,400,350.08,80,6121
3936,2023-09-09,12,13,600,403,102.97,28,759
3937,2023-09-10,69,11,601,401,75.51,91,5302
3938,2024-03-22,37,10,605,403,325.09,25,6652
3939,2024-08-08,58,9,601,401,231.74,72,10713
3940,2022-01-04,42,4,601,403,433.3,53,10536
3941,2022-04-20,54,15,601,402,181.58,67,13791
3942,2025-06-12,75,12,602,400,196.41,27,8825
3943,2022-01-19,90,5,604,402,245.34,69,5154
3944,2022-05-29,8,2,604,402,75.71,25,7829
3945,2024-03-03,29,6,604,401,311.53,50,6564
3946,2023-04-17,11,3,605,402,256.6,29,5289
3947,2025-06-07,17,4,602,400,455.38,85,4932
3948,2023-03-03,35,5,603,402,316.98,51,12918
3949,2024-12-01,71,14,602,400,56.44,98,11852
3950,2022-10-10,88,14,601,403,189.99,21,14929
3951,2024-08-25,59,4,601,403,103.83,31,9769
3952,2023-10-12,31,4,605,400,487.96,14,6647
3953,2024-10-18,46,3,602,400,68.26,70,12975
3954,2024-02-23,59,14,601,402,377.05,89,3581
3955,2024-11-26,18,3,603,403,127.31,34,7271
3956,2022-06-10,2,2,603,401,317.77,28,764
3957,2023-12-15,2,10,604,400,334.95,97,1912
3958,2024-10-03,21,11,600,400,234.73,52,8222
3959,2023-06-03,9,6,601,402,340.77,57,941
3960,2022-12-05,53,4,605,402,149.44,8,7187
3961,2025-05-12,86,12,601,403,64.88,82,8206
3962,2023-05-04,11,9,605,403,457.91,53,11617
3963,2023-01-13,17,15,603,400,217.31,20,3870
3964,2022-01-24,97,5,601,401,77.46,95,2312
3965,2023-05-28,92,5,605,400,348.62,10,10281
3966,2023-02-18,29,6,603,403,452.94,51,2454
3967,2023-08-30,100,11,601,400,61.26,50,2800
3968,2023-04-25,35,11,602,400,107.42,60,11382
3969,2023-06-07,37,10,602,401,460.5,94,1353
3970,2023-06-23,47,7,602,402,133.38,68,13583
3971,2024-09-04,4,4,604,403,324.19,22,4744
3972,2023-04-23,20,1,605,403,295.9,33,4816
3973,2024-10-14,74,3,600,403,154.67,28,2245
3974,2024-04-04,65,15,603,401,357.46,6,733
3975,2022-07-03,41,13,603,402,492.24,88,7769
3976,2024-02-14,70,11,601,400,357.83,34,9459
3977,2022-12-21,52,6,605,401,141.67,42,1041
3978,2024-12-30,88,14,605,402,124.95,60,492
3979,2023-06-11,13,12,604,400,393.11,57,1158
3980,2025-01-03,32,10,601,400,491.7,11,10982
3981,2024-07-13,88,6,603,403,365.18,25,9930
3982,2024-12-22,38,6,600,403,284.02,58,12128
3983,2022-12-15,15,5,601,400,251.19,44,12041
3984,2023-06-24,67,10,602,402,122.44,18,5200
3985,2025-05-07,59,3,605,402,126.77,46,11937
3986,2022-05-17,96,11,605,400,84.85,25,13006
3987,2022-06-08,1,4,603,403,81.9,25,4438
3988,2025-04-25,86,1,602,402,287.17,44,11250
3989,2022-01-14,54,1,603,402,229.35,83,14017
3990,2022-04-13,95,10,600,402,442.26,53,4221
3991,2024-12-29,72,8,605,400,273.35,95,12337
3992,2023-08-12,77,8,603,403,184.61,72,9000
3993,2024-05-10,4,3,604,403,441.06,76,7558
3994,2023-05-21,28,12,603,403,298.83,74,13421
3995,2022-11-19,44,5,605,403,483.44,82,6219
3996,2024-12-17,40,4,602,403,385.05,58,11567
3997,2024-01-11,6,2,605,403,320.22,84,732
3998,2022-07-23,53,8,603,402,103.54,63,1764
3999,2024-09-09,4,12,601,403,447.74,22,10931
4000,2024-11-25,60,9,604,402,310.69,30,3963
4001,2024-11-05,43,1,603,402,91.61,78,11040
4002,2023-03-28,9,2,600,401,316.59,68,9301
4003,2024-01-17,21,13,604,402,464.4,76,9269
4004,2024-01-15,2,4,603,403,487.84,21,6701
4005,2023-01-09,10,7,604,401,371.68,15,4092
4006,2024-06-12,27,8,600,402,202.01,9,5371
4007,2024-04-01,69,5,604,403,412.44,11,4319
4008,2024-10-05,98,2,600,400,55.99,40,7580
4009,2022-01-13,55,4,604,401,409.08,86,5388
4010,2025-04-26,10,1,602,402,114.12,76,6824
4011,2022-12-03,37,10,602,401,157.23,81,14710
4012,2023-05-27,78,1,600,400,315.3,8,10513
4013,2024-03-09,28,13,604,400,108.07,96,5811
4014,2024-07-11,98,1,604,402,321.84,81,3416
4015,2024-06-26,68,5,603,403,140.36,19,7506
4016,2025-04-20,32,15,601,400,467.7,86,11362
4017,2025-04-05,56,5,605,400,414.64,30,6037
4018,2024-12-26,75,3,600,400,206.11,15,3364
4019,2023-09-21,69,8,605,401,174.69,89,13852
4020,2022-02-08,9,15,600,403,177.23,29,726
4021,2022-11-24,44,12,600,402,338.78,78,3382
4022,2022-03-20,20,1,600,401,56.1,27,10153
4023,2023-06-01,63,5,605,403,51.45,28,4057
4024,2022-10-31,23,7,600,400,259.01,20,7147
4025,2023-09-15,49,5,600,400,280.35,48,8447
4026,2024-10-13,4,12,600,401,79.59,25,3637
4027,2025-01-12,41,9,605,402,53.66,67,4852
4028,2024-08-01,3,15,605,401,75.95,37,8093
4029,2022-05-03,80,8,602,400,190.36,81,6398
4030,2024-03-24,39,4,600,401,172.37,70,4993
4031,2023-06-13,54,11,602,400,132.39,9,11993
4032,2024-01-07,41,5,605,400,221.54,26,3957
4033,2024-03-08,20,6,600,401,286.63,65,12847
4034,2022-08-01,32,15,601,401,214.63,92,1018
4035,2025-03-09,70,5,601,400,204.9,24,14746
4036,2024-07-25,46,10,601,403,79.22,62,11530
4037,2022-02-04,11,12,605,402,67.01,98,638
4038,2024-02-23,48,13,603,403,382.85,34,1018
4039,2022-04-02,61,15,603,402,433.81,98,6481
4040,2022-10-22,66,1,604,400,480.1,12,351
4041,2024-10-29,31,4,605,401,282.62,78,3946
4042,2025-06-29,71,10,602,400,101.53,58,250
4043,2024-02-22,59,6,604,401,431.77,32,9338
4044,2023-02-28,86,6,604,401,258.77,58,5519
4045,2025-05-31,29,7,600,403,61.28,63,7859
4046,2023-11-13,98,9,602,401,104.32,79,4362
4047,2023-04-01,19,8,601,402,274.99,58,3239
4048,2025-04-15,68,13,601,403,324.12,64,1155
4049,2024-04-07,98,5,604,401,337.55,22,4560
4050,2022-05-28,83,11,604,403,184.62,49,12646
4051,2023-04-16,95,2,604,401,351.7,42,11621
4052,2022-07-18,23,4,605,403,357.97,41,12328
4053,2022-02-01,63,12,601,400,336.91,15,3452
4054,2023-11-15,62,3,603,402,498.09,53,11117
4055,2022-12-23,27,14,602,402,370.9,47,1830
4056,2024-08-31,73,6,604,403,129.05,91,4638
4057,2024-08-03,83,8,602,402,334.56,47,10066
4058,2023-10-12,35,3,604,401,137.23,21,5925
4059,2023-09-09,76,3,601,403,422.36,50,13357
4060,2023-07-26,4,5,600,402,415.96,28,10007
4061,2024-04-16,26,15,601,400,195.36,67,11026
4062,2025-04-30,87,5,604,403,188.21,21,12799
4063,2024-01-18,16,15,600,401,223.03,68,6630
4064,2023-02-26,63,10,600,400,224.39,59,7207
4065,2023-06-08,80,4,600,402,330.16,66,10519
4066,2023-04-12,80,12,605,401,187.73,30,1553
4067,2022-09-13,7,8,602,401,491.37,65,12728
4068,2023-04-03,20,8,600,401,197.29,6,14654
4069,2025-01-17,47,5,603,403,367.03,49,8298
4070,2022-03-07,53,9,602,401,337.27,32,11543
4071,2024-02-08,37,10,602,403,88.15,32,13433
4072,2022-10-18,60,3,603,400,131.67,69,1486
4073,2024-06-05,31,4,602,402,76.14,58,2955
4074,2023-08-08,45,12,604,401,304.99,32,8759
4075,2022-09-27,57,8,602,403,171.37,69,12758
4076,2023-08-19,75,13,602,402,313.46,92,1630
4077,2025-05-11,14,7,603,401,280.5,19,8348
4078,2022-02-13,88,4,603,402,494.8,7,5981
4079,2023-01-24,52,15,601,402,338.72,5,9324
4080,2022-10-10,65,11,602,402,93.36,94,3677
4081,2025-04-25,15,8,600,403,467.66,6,4670
4082,2024-06-30,41,7,602,401,440.1,20,8969
4083,2024-01-04,29,11,603,402,286.33,6,1677
4084,2022-02-24,59,12,601,402,158.12,63,12448
4085,2024-08-02,40,9,604,401,175.89,85,14051
4086,2023-01-03,15,10,600,403,117.19,98,12267
4087,2023-04-07,39,12,600,402,458.7,27,14421
4088,2025-04-19,13,3,601,403,457.8,17,8107
4089,2023-02-04,22,10,605,401,174.81,39,6151
4090,2024-01-27,47,2,604,400,377.3,63,4898
4091,2023-03-23,73,3,602,402,89.36,34,5981
4092,2023-02-12,29,4,605,401,405.99,98,8607
4093,2022-02-21,62,9,600,403,134.33,54,10200
4094,2023-12-08,19,9,604,402,134.82,87,2909
4095,2024-03-01,3,4,605,401,236.66,88,14057
4096,2022-12-08,63,11,605,402,83.36,51,7536
4097,2022-06-28,73,11,602,402,269.57,25,12145
4098,2022-03-28,100,1,605,400,191.37,35,9090
4099,2024-08-26,2,14,603,401,122.32,49,9604
4100,2025-01-29,13,9,601,402,237.65,12,3590
4101,2022-04-22,77,9,603,403,131.42,99,12511
4102,2022-05-18,16,5,604,402,183.1,84,9774
4103,2023-05-03,74,13,601,403,241.68,53,7885
4104,2025-05-15,14,13,605,402,253.08,80,10684
4105,2023-08-28,94,7,603,401,232.84,59,14518
4106,2023-11-02,97,15,605,400,395.19,29,4209
4107,2024-11-04,70,9,601,400,281.43,37,3942
4108,2022-01-17,47,5,601,401,418.47,47,1040
4109,2024-11-16,84,15,600,401,50.85,90,13603
4110,2022-02-13,51,14,600,402,110.54,80,10394
4111,2022-12-11,50,12,601,403,494.22,91,6196
4112,2022-10-11,51,4,602,403,194.25,27,2559
4113,2023-03-16,95,7,601,401,408.0,81,7349
4114,2025-02-26,46,14,601,401,205.94,14,8866
4115,2022-12-15,32,4,600,400,126.84,30,5790
4116,2022-01-26,80,9,603,402,292.83,85,2585
4117,2025-02-16,59,11,602,402,169.59,55,6690
4118,2024-04-28,91,4,600,403,225.75,93,3100
4119,2025-05-19,44,1,601,402,490.3,47,6781
4120,2023-03-06,12,10,602,401,450.43,81,13016
4121,2024-10-13,79,3,602,400,119.22,33,7186
4122,2024-01-20,38,13,602,401,108.82,80,6632
4123,2024-05-19,37,7,604,400,100.91,21,6509
4124,2024-08-11,47,15,604,402,155.6,31,12891
4125,2024-01-28,68,11,602,402,135.11,54,1358
4126,2024-12-31,13,13,602,403,487.39,94,8203
4127,2023-05-15,56,11,605,401,414.06,79,2370
4128,2024-03-11,72,3,604,401,62.97,7,9353
4129,2023-10-28,90,2,605,403,202.68,36,2958
4130,2024-10-23,62,8,600,400,497.2,17,12998
4131,2025-03-30,50,3,605,402,468.56,30,1631
4132,2023-06-21,14,1,602,400,287.25,23,7200
4133,2024-02-02,30,13,600,402,327.34,11,8989
4134,2024-07-18,79,15,601,400,107.71,78,3180
4135,2022-03-17,82,8,604,403,482.83,68,2731
4136,2024-01-26,23,6,600,402,124.93,81,10086
4137,2024-10-18,61,15,601,403,410.06,30,9113
4138,2025-05-02,62,14,601,401,355.51,59,3652
4139,2022-08-09,33,10,600,402,172.32,57,2833
4140,2023-04-14,54,10,602,402,66.93,18,4170
4141,2023-12-20,85,2,605,402,62.69,55,986
4142,2023-06-12,64,2,605,403,385.37,55,1438
4143,2023-03-17,89,15,603,400,481.46,70,371
4144,2024-12-10,27,8,605,401,167.13,5,10244
4145,2023-03-09,49,14,601,402,68.58,27,5824
4146,2022-04-30,7,9,604,402,442.33,90,1146
4147,2023-07-01,52,6,605,402,477.35,13,815
4148,2023-11-14,15,1,601,401,393.31,52,12282
4149,2024-11-04,83,14,601,400,130.5,34,2492
4150,2025-06-12,54,14,604,402,327.75,7,10211
4151,2023-04-16,67,3,601,402,361.86,37,9156
4152,2023-10-21,94,3,600,403,472.67,78,11315
4153,2023-11-26,46,8,603,402,375.54,57,7867
4154,2023-11-25,34,12,602,402,431.13,32,14257
4155,2023-02-10,19,4,601,401,386.46,89,4377
4156,2022-09-12,29,2,604,402,262.72,35,7949
4157,2025-04-09,23,12,605,402,249.09,51,13642
4158,2024-12-17,8,6,605,401,459.13,53,1435
4159,2024-09-07,96,13,603,402,176.97,61,12240
4160,2022-11-13,16,2,600,401,359.73,39,13605
4161,2025-02-15,34,1,602,403,297.0,97,14648
4162,2025-04-05,49,2,605,401,185.19,58,11855
4163,2023-01-09,6,4,605,402,327.91,18,1643
4164,2023-10-17,96,4,602,400,369.29,39,1912
4165,2024-10-16,88,13,601,403,459.44,19,1529
4166,2022-07-28,33,4,600,401,60.59,48,1819
4167,2022-11-27,97,10,600,400,195.01,52,8926
4168,2023-01-28,14,9,603,400,464.3,13,11209
4169,2023-11-25,3,13,604,403,447.19,21,14539
4170,2024-09-04,86,7,603,402,150.14,9,2117
4171,2025-01-27,67,7,600,401,279.21,81,3510
4172,2023-10-06,78,10,603,400,307.88,72,14752
4173,2023-11-29,84,14,604,403,310.75,46,11854
4174,2024-03-06,78,6,600,401,222.5,66,13205
4175,2023-10-26,12,7,602,403,221.0,57,4674
4176,2024-11-07,3,9,603,403,74.02,81,7916
4177,2023-08-25,3,8,605,402,375.82,32,13230
4178,2023-10-20,87,10,602,402,393.64,41,5077
4179,2025-03-21,99,9,603,402,476.47,100,4505
4180,2022-11-15,90,10,600,400,127.76,35,14238
4181,2023-06-01,34,1,601,403,349.56,70,2385
4182,2024-04-08,22,10,603,403,306.83,85,3856
4183,2025-02-25,61,13,604,401,62.42,94,9029
4184,2024-08-12,42,14,604,401,200.95,96,13880
4185,2023-08-07,18,6,602,401,457.01,71,7751
4186,2022-02-03,41,15,601,403,257.28,43,9855
4187,2023-12-28,31,4,605,402,366.75,58,9776
4188,2022-02-16,62,10,605,403,175.83,22,10828
4189,2024-12-07,92,10,600,400,489.92,80,9822
4190,2022-05-29,19,12,605,403,310.76,64,4414
4191,2024-05-27,14,12,603,403,290.31,28,12707
4192,2023-12-05,7,15,604,403,281.65,32,4848
4193,2024-05-10,14,11,603,401,175.63,15,1406
4194,2025-06-29,49,10,600,401,440.75,81,12065
4195,2024-11-09,9,3,602,402,185.02,13,9910
4196,2024-02-09,23,7,600,401,123.76,27,2977
4197,2023-09-27,80,13,600,400,300.53,24,9414
4198,2023-02-27,95,13,603,401,281.13,58,10110
4199,2022-01-30,25,12,605,401,189.26,87,110
