billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
46255,1161,2024-04-15,Electricity,488,192.21,Bezahlt
46256,1161,2024-04-15,Gas,1209,144.25,Bezahlt
46257,1161,2024-05-15,Electricity,610,230.8,Bezahlt
46258,1161,2024-05-15,Gas,466,59.1,Bezahlt
46259,1161,2024-06-15,Electricity,387,132.77,Bezahlt
46260,1161,2024-06-15,Gas,278,35.64,Bezahlt
46261,1161,2024-07-15,Electricity,334,120.03,Offen
46262,1161,2024-07-15,Gas,205,34.17,Bezahlt
46263,1161,2024-08-15,Electricity,379,148.02,Bezahlt
46264,1161,2024-08-15,Gas,180,30.46,Bezahlt
46265,1161,2024-09-15,Electricity,628,223.13,Bezahlt
46266,1161,2024-09-15,Gas,444,50.15,Bezahlt
46267,1161,2024-10-15,Electricity,534,180.54,Bezahlt
46268,1161,2024-10-15,Gas,963,129.25,Bezahlt
46269,1161,2024-11-15,Electricity,649,223.36,Bezahlt
46270,1161,2024-11-15,Gas,1413,172.24,Offen
46271,1161,2024-12-15,Electricity,813,312.06,Bezahlt
46272,1161,2024-12-15,Gas,2540,278.37,Bezahlt
46273,1161,2025-01-15,Electricity,787,304.45,Bezahlt
46274,1161,2025-01-15,Gas,2851,349.72,Bezahlt
46275,1161,2025-02-15,Electricity,748,295.27,Offen
46276,1161,2025-02-15,Gas,2109,220.14,Bezahlt
46277,1161,2025-03-15,Electricity,616,232.11,Bezahlt
46278,1161,2025-03-15,Gas,1865,245.63,Bezahlt
46279,1161,2025-04-15,Electricity,484,168.48,Bezahlt
46280,1161,2025-04-15,Gas,964,106.17,Bezahlt
46281,1161,2025-05-15,Electricity,548,215.93,Bezahlt
46282,1161,2025-05-15,Gas,497,58.76,Offen
46283,1161,2025-06-15,Electricity,400,168.26,Offen
46284,1161,2025-06-15,Gas,256,33.44,Bezahlt
46285,1162,2023-01-15,Electricity,543,182.97,Bezahlt
46286,1162,2023-02-15,Electricity,501,185.73,Bezahlt
46287,1162,2023-03-15,Electricity,386,151.54,Bezahlt
46288,1162,2023-04-15,Electricity,436,172.34,Bezahlt
46289,1162,2023-05-15,Electricity,382,137.84,Bezahlt
46290,1162,2023-06-15,Electricity,316,118.82,Bezahlt
46291,1162,2023-07-15,Electricity,310,109.23,Bezahlt
46292,1162,2023-08-15,Electricity,297,112.54,Bezahlt
46293,1162,2023-09-15,Electricity,452,166.33,Bezahlt
46294,1162,2023-10-15,Electricity,365,157.12,Bezahlt
46295,1162,2023-11-15,Electricity,476,165.59,Bezahlt
46296,1162,2023-12-15,Electricity,511,199.34,Bezahlt
46297,1162,2024-01-15,Electricity,485,174.27,Bezahlt
46298,1162,2024-02-15,Electricity,526,178.45,Bezahlt
46299,1162,2024-03-15,Electricity,471,190.52,Bezahlt
46300,1162,2024-04-15,Electricity,417,151.34,Bezahlt
46301,1162,2024-05-15,Electricity,350,149.98,Bezahlt
46302,1162,2024-06-15,Electricity,312,115.42,Bezahlt
46303,1162,2024-07-15,Electricity,257,106.4,Bezahlt
46304,1162,2024-08-15,Electricity,265,97.37,Bezahlt
46305,1162,2024-09-15,Electricity,452,156.54,Bezahlt
46306,1162,2024-10-15,Electricity,453,160.99,Bezahlt
46307,1162,2024-11-15,Electricity,418,157.98,Bezahlt
46308,1162,2024-12-15,Electricity,561,201.21,Bezahlt
46309,1162,2025-01-15,Electricity,564,188.23,Bezahlt
46310,1162,2025-02-15,Electricity,600,248.11,Bezahlt
46311,1162,2025-03-15,Electricity,428,177.84,Bezahlt
46312,1162,2025-04-15,Electricity,367,150.07,Bezahlt
46313,1162,2025-05-15,Electricity,397,145.32,Bezahlt
46314,1162,2025-06-15,Electricity,349,138.35,Bezahlt
46315,1163,2023-01-15,Electricity,568,198.83,Bezahlt
46316,1163,2023-02-15,Electricity,630,262.94,Bezahlt
46317,1163,2023-03-15,Electricity,473,186.11,Bezahlt
46318,1163,2023-04-15,Electricity,451,192.09,Bezahlt
46319,1163,2023-05-15,Electricity,409,149.6,Offen
46320,1163,2023-06-15,Electricity,316,129.68,Bezahlt
46321,1163,2023-07-15,Electricity,275,118.12,Bezahlt
46322,1163,2023-08-15,Electricity,300,109.64,Bezahlt
46323,1163,2023-09-15,Electricity,414,166.85,Bezahlt
46324,1163,2023-10-15,Electricity,426,182.61,Bezahlt
46325,1163,2023-11-15,Electricity,471,167.68,Offen
46326,1163,2023-12-15,Electricity,542,222.72,Bezahlt
46327,1163,2024-01-15,Electricity,589,241.13,Bezahlt
46328,1163,2024-02-15,Electricity,600,202.07,Bezahlt
46329,1163,2024-03-15,Electricity,455,170.37,Bezahlt
46330,1163,2024-04-15,Electricity,398,165.18,Offen
46331,1163,2024-05-15,Electricity,386,130.37,Bezahlt
46332,1163,2024-06-15,Electricity,282,118.34,Bezahlt
46333,1163,2024-07-15,Electricity,297,107.95,Bezahlt
46334,1163,2024-08-15,Electricity,258,110.9,Bezahlt
46335,1163,2024-09-15,Electricity,422,146.16,Überfällig
46336,1163,2024-10-15,Electricity,444,162.24,Bezahlt
46337,1163,2024-11-15,Electricity,489,201.82,Bezahlt
46338,1163,2024-12-15,Electricity,599,232.1,Bezahlt
46339,1163,2025-01-15,Electricity,520,217.25,Bezahlt
46340,1163,2025-02-15,Electricity,621,257.3,Bezahlt
46341,1163,2025-03-15,Electricity,490,191.59,Bezahlt
46342,1163,2025-04-15,Electricity,392,132.82,Bezahlt
46343,1163,2025-05-15,Electricity,380,127.31,Bezahlt
46344,1163,2025-06-15,Electricity,296,116.91,Offen
46345,1164,2023-01-15,Electricity,431,148.34,Bezahlt
46346,1164,2023-02-15,Electricity,374,128.0,Bezahlt
46347,1164,2023-03-15,Electricity,350,141.06,Bezahlt
46348,1164,2023-04-15,Electricity,272,99.53,Bezahlt
46349,1164,2023-05-15,Electricity,315,137.75,Bezahlt
46350,1164,2023-06-15,Electricity,209,87.85,Offen
46351,1164,2023-07-15,Electricity,198,91.14,Bezahlt
46352,1164,2023-08-15,Electricity,206,85.24,Offen
46353,1164,2023-09-15,Electricity,256,103.21,Bezahlt
46354,1164,2023-10-15,Electricity,280,102.89,Bezahlt
46355,1164,2023-11-15,Electricity,330,118.37,Bezahlt
46356,1164,2023-12-15,Electricity,462,165.94,Bezahlt
46357,1164,2024-01-15,Electricity,415,169.16,Bezahlt
46358,1164,2024-02-15,Electricity,416,143.56,Bezahlt
46359,1164,2024-03-15,Electricity,352,149.42,Bezahlt
46360,1164,2024-04-15,Electricity,306,114.7,Bezahlt
46361,1164,2024-05-15,Electricity,273,121.39,Bezahlt
46362,1164,2024-06-15,Electricity,218,80.75,Bezahlt
46363,1164,2024-07-15,Electricity,221,93.61,Bezahlt
46364,1164,2024-08-15,Electricity,191,81.6,Bezahlt
46365,1164,2024-09-15,Electricity,271,99.34,Bezahlt
46366,1164,2024-10-15,Electricity,253,88.92,Bezahlt
46367,1164,2024-11-15,Electricity,306,123.84,Bezahlt
46368,1164,2024-12-15,Electricity,369,131.71,Offen
46369,1164,2025-01-15,Electricity,392,154.29,Bezahlt
46370,1164,2025-02-15,Electricity,328,112.01,Bezahlt
46371,1164,2025-03-15,Electricity,315,136.77,Bezahlt
46372,1164,2025-04-15,Electricity,260,113.74,Offen
46373,1164,2025-05-15,Electricity,300,108.82,Bezahlt
46374,1164,2025-06-15,Electricity,214,79.52,Bezahlt
46375,1165,2023-01-15,Electricity,702,236.81,Bezahlt
46376,1165,2023-01-15,Gas,1524,198.69,Bezahlt
46377,1165,2023-02-15,Electricity,555,188.91,Bezahlt
46378,1165,2023-02-15,Gas,1755,224.4,Bezahlt
46379,1165,2023-03-15,Electricity,479,196.48,Bezahlt
46380,1165,2023-03-15,Gas,1391,169.61,Überfällig
46381,1165,2023-04-15,Electricity,491,191.75,Bezahlt
46382,1165,2023-04-15,Gas,710,78.15,Bezahlt
46383,1165,2023-05-15,Electricity,463,160.01,Bezahlt
46384,1165,2023-05-15,Gas,456,52.88,Bezahlt
46385,1165,2023-06-15,Electricity,314,125.09,Bezahlt
46386,1165,2023-06-15,Gas,222,37.05,Überfällig
46387,1165,2023-07-15,Electricity,317,138.48,Bezahlt
46388,1165,2023-07-15,Gas,138,23.55,Bezahlt
46389,1165,2023-08-15,Electricity,354,120.23,Bezahlt
46390,1165,2023-08-15,Gas,169,26.13,Bezahlt
46391,1165,2023-09-15,Electricity,445,176.22,Bezahlt
46392,1165,2023-09-15,Gas,288,41.64,Bezahlt
46393,1165,2023-10-15,Electricity,480,172.47,Bezahlt
46394,1165,2023-10-15,Gas,734,80.62,Bezahlt
46395,1165,2023-11-15,Electricity,631,247.65,Bezahlt
46396,1165,2023-11-15,Gas,1247,133.65,Bezahlt
46397,1165,2023-12-15,Electricity,739,294.95,Überfällig
46398,1165,2023-12-15,Gas,1834,196.08,Bezahlt
46399,1165,2024-01-15,Electricity,671,271.71,Bezahlt
46400,1165,2024-01-15,Gas,1828,226.13,Bezahlt
46401,1165,2024-02-15,Electricity,601,245.46,Bezahlt
46402,1165,2024-02-15,Gas,1755,221.13,Bezahlt
46403,1165,2024-03-15,Electricity,464,177.52,Bezahlt
46404,1165,2024-03-15,Gas,1599,189.17,Bezahlt
46405,1165,2024-04-15,Electricity,509,210.79,Bezahlt
46406,1165,2024-04-15,Gas,672,87.5,Bezahlt
46407,1165,2024-05-15,Electricity,442,156.88,Überfällig
46408,1165,2024-05-15,Gas,374,54.15,Offen
46409,1165,2024-06-15,Electricity,348,135.13,Bezahlt
46410,1165,2024-06-15,Gas,230,36.49,Bezahlt
46411,1165,2024-07-15,Electricity,334,116.79,Bezahlt
46412,1165,2024-07-15,Gas,136,25.29,Bezahlt
46413,1165,2024-08-15,Electricity,372,130.51,Bezahlt
46414,1165,2024-08-15,Gas,143,22.65,Bezahlt
46415,1165,2024-09-15,Electricity,500,167.03,Bezahlt
46416,1165,2024-09-15,Gas,281,37.61,Bezahlt
46417,1165,2024-10-15,Electricity,539,193.84,Offen
46418,1165,2024-10-15,Gas,819,89.91,Offen
46419,1165,2024-11-15,Electricity,487,184.47,Bezahlt
46420,1165,2024-11-15,Gas,1531,173.94,Bezahlt
46421,1165,2024-12-15,Electricity,672,214.52,Bezahlt
46422,1165,2024-12-15,Gas,1815,173.37,Bezahlt
46423,1165,2025-01-15,Electricity,582,243.29,Bezahlt
46424,1165,2025-01-15,Gas,1982,264.25,Bezahlt
46425,1165,2025-02-15,Electricity,587,225.14,Bezahlt
46426,1165,2025-02-15,Gas,1730,177.62,Bezahlt
46427,1165,2025-03-15,Electricity,446,165.09,Offen
46428,1165,2025-03-15,Gas,1217,158.89,Bezahlt
46429,1165,2025-04-15,Electricity,446,181.25,Bezahlt
46430,1165,2025-04-15,Gas,750,83.23,Bezahlt
46431,1165,2025-05-15,Electricity,461,186.2,Bezahlt
46432,1165,2025-05-15,Gas,379,52.36,Bezahlt
46433,1165,2025-06-15,Electricity,374,126.39,Offen
46434,1165,2025-06-15,Gas,195,31.93,Bezahlt
46435,1166,2023-01-15,Electricity,571,228.48,Bezahlt
46436,1166,2023-02-15,Electricity,744,292.71,Bezahlt
46437,1166,2023-03-15,Electricity,536,198.7,Bezahlt
46438,1166,2023-04-15,Electricity,555,198.64,Bezahlt
46439,1166,2023-05-15,Electricity,486,180.44,Bezahlt
46440,1166,2023-06-15,Electricity,370,139.19,Bezahlt
46441,1166,2023-07-15,Electricity,311,116.1,Bezahlt
46442,1166,2023-08-15,Electricity,307,131.81,Bezahlt
46443,1166,2023-09-15,Electricity,534,202.92,Bezahlt
46444,1166,2023-10-15,Electricity,488,185.73,Bezahlt
46445,1166,2023-11-15,Electricity,529,207.14,Bezahlt
46446,1166,2023-12-15,Electricity,604,247.9,Offen
46447,1166,2024-01-15,Electricity,607,194.97,Überfällig
46448,1166,2024-02-15,Electricity,614,216.96,Bezahlt
46449,1166,2024-03-15,Electricity,581,226.44,Bezahlt
46450,1166,2024-04-15,Electricity,495,202.32,Offen
46451,1166,2024-05-15,Electricity,504,187.36,Bezahlt
46452,1166,2024-06-15,Electricity,420,171.54,Bezahlt
46453,1166,2024-07-15,Electricity,334,139.78,Bezahlt
46454,1166,2024-08-15,Electricity,387,156.61,Bezahlt
46455,1166,2024-09-15,Electricity,451,156.51,Bezahlt
46456,1166,2024-10-15,Electricity,503,199.07,Bezahlt
46457,1166,2024-11-15,Electricity,674,243.59,Bezahlt
46458,1166,2024-12-15,Electricity,699,273.69,Bezahlt
46459,1166,2025-01-15,Electricity,632,246.7,Bezahlt
46460,1166,2025-02-15,Electricity,603,213.17,Bezahlt
46461,1166,2025-03-15,Electricity,571,235.28,Bezahlt
46462,1166,2025-04-15,Electricity,472,190.68,Bezahlt
46463,1166,2025-05-15,Electricity,528,208.63,Bezahlt
46464,1166,2025-06-15,Electricity,413,177.56,Bezahlt
46465,1167,2023-01-15,Electricity,224,85.31,Überfällig
46466,1167,2023-01-15,Gas,2635,345.85,Bezahlt
46467,1167,2023-02-15,Electricity,280,112.79,Bezahlt
46468,1167,2023-02-15,Gas,1896,238.06,Bezahlt
46469,1167,2023-03-15,Electricity,203,77.23,Bezahlt
46470,1167,2023-03-15,Gas,1679,180.21,Bezahlt
46471,1167,2023-04-15,Electricity,184,83.46,Bezahlt
46472,1167,2023-04-15,Gas,968,126.55,Bezahlt
46473,1167,2023-05-15,Electricity,200,77.98,Bezahlt
46474,1167,2023-05-15,Gas,501,71.83,Bezahlt
46475,1167,2023-06-15,Electricity,152,59.48,Bezahlt
46476,1167,2023-06-15,Gas,259,40.58,Bezahlt
46477,1167,2023-07-15,Electricity,135,55.65,Bezahlt
46478,1167,2023-07-15,Gas,193,32.94,Bezahlt
46479,1167,2023-08-15,Electricity,140,67.62,Bezahlt
46480,1167,2023-08-15,Gas,177,29.01,Offen
46481,1167,2023-09-15,Electricity,184,79.28,Bezahlt
46482,1167,2023-09-15,Gas,428,52.42,Bezahlt
46483,1167,2023-10-15,Electricity,176,72.09,Bezahlt
46484,1167,2023-10-15,Gas,954,99.35,Bezahlt
46485,1167,2023-11-15,Electricity,251,99.68,Bezahlt
46486,1167,2023-11-15,Gas,1811,218.65,Bezahlt
46487,1167,2023-12-15,Electricity,296,111.56,Bezahlt
46488,1167,2023-12-15,Gas,2190,263.88,Bezahlt
46489,1167,2024-01-15,Electricity,224,94.93,Bezahlt
46490,1167,2024-01-15,Gas,2183,207.76,Bezahlt
46491,1167,2024-02-15,Electricity,258,93.75,Bezahlt
46492,1167,2024-02-15,Gas,2610,341.22,Offen
46493,1167,2024-03-15,Electricity,197,78.93,Bezahlt
46494,1167,2024-03-15,Gas,2199,226.57,Bezahlt
46495,1167,2024-04-15,Electricity,175,79.47,Bezahlt
46496,1167,2024-04-15,Gas,1261,131.78,Bezahlt
46497,1167,2024-05-15,Electricity,206,87.8,Bezahlt
46498,1167,2024-05-15,Gas,639,82.23,Bezahlt
46499,1167,2024-06-15,Electricity,146,63.06,Bezahlt
46500,1167,2024-06-15,Gas,300,36.98,Offen
46501,1167,2024-07-15,Electricity,151,66.43,Bezahlt
46502,1167,2024-07-15,Gas,163,28.92,Bezahlt
46503,1167,2024-08-15,Electricity,141,56.27,Bezahlt
46504,1167,2024-08-15,Gas,191,29.84,Überfällig
46505,1167,2024-09-15,Electricity,214,92.93,Bezahlt
46506,1167,2024-09-15,Gas,477,52.81,Bezahlt
46507,1167,2024-10-15,Electricity,217,82.44,Bezahlt
46508,1167,2024-10-15,Gas,1044,124.59,Bezahlt
46509,1167,2024-11-15,Electricity,253,96.12,Bezahlt
46510,1167,2024-11-15,Gas,1734,188.39,Offen
46511,1167,2024-12-15,Electricity,238,90.97,Bezahlt
46512,1167,2024-12-15,Gas,2248,266.31,Bezahlt
46513,1167,2025-01-15,Electricity,272,100.41,Bezahlt
46514,1167,2025-01-15,Gas,1984,249.66,Offen
46515,1167,2025-02-15,Electricity,289,101.89,Bezahlt
46516,1167,2025-02-15,Gas,2674,316.76,Bezahlt
46517,1167,2025-03-15,Electricity,195,83.95,Bezahlt
46518,1167,2025-03-15,Gas,2028,216.32,Bezahlt
46519,1167,2025-04-15,Electricity,213,93.54,Bezahlt
46520,1167,2025-04-15,Gas,1259,131.33,Bezahlt
46521,1167,2025-05-15,Electricity,180,74.58,Bezahlt
46522,1167,2025-05-15,Gas,491,53.99,Offen
46523,1167,2025-06-15,Electricity,149,66.59,Bezahlt
46524,1167,2025-06-15,Gas,224,30.77,Bezahlt
46525,1168,2023-01-15,Electricity,1096,362.05,Bezahlt
46526,1168,2023-02-15,Electricity,1183,374.89,Bezahlt
46527,1168,2023-03-15,Electricity,874,338.72,Offen
46528,1168,2023-04-15,Electricity,729,262.33,Bezahlt
46529,1168,2023-05-15,Electricity,834,270.64,Bezahlt
46530,1168,2023-06-15,Electricity,539,199.04,Offen
46531,1168,2023-07-15,Electricity,564,206.48,Bezahlt
46532,1168,2023-08-15,Electricity,633,247.35,Bezahlt
46533,1168,2023-09-15,Electricity,904,325.15,Bezahlt
46534,1168,2023-10-15,Electricity,935,319.31,Bezahlt
46535,1168,2023-11-15,Electricity,877,312.95,Bezahlt
46536,1168,2023-12-15,Electricity,1015,374.9,Bezahlt
46537,1168,2024-01-15,Electricity,1248,472.01,Bezahlt
46538,1168,2024-02-15,Electricity,1060,344.57,Offen
46539,1168,2024-03-15,Electricity,1020,363.24,Offen
46540,1168,2024-04-15,Electricity,760,309.06,Bezahlt
46541,1168,2024-05-15,Electricity,877,352.97,Bezahlt
46542,1168,2024-06-15,Electricity,659,259.6,Bezahlt
46543,1168,2024-07-15,Electricity,676,239.21,Bezahlt
46544,1168,2024-08-15,Electricity,665,222.35,Bezahlt
46545,1168,2024-09-15,Electricity,774,278.51,Bezahlt
46546,1168,2024-10-15,Electricity,740,287.25,Bezahlt
46547,1168,2024-11-15,Electricity,909,287.56,Bezahlt
46548,1168,2024-12-15,Electricity,1097,373.81,Bezahlt
46549,1168,2025-01-15,Electricity,945,312.76,Bezahlt
46550,1168,2025-02-15,Electricity,1260,421.25,Bezahlt
46551,1168,2025-03-15,Electricity,984,393.41,Bezahlt
46552,1168,2025-04-15,Electricity,835,326.17,Bezahlt
46553,1168,2025-05-15,Electricity,929,356.28,Bezahlt
46554,1168,2025-06-15,Electricity,695,275.49,Bezahlt
46555,1169,2023-01-15,Electricity,961,354.5,Bezahlt
46556,1169,2023-02-15,Electricity,874,315.22,Bezahlt
46557,1169,2023-03-15,Electricity,700,233.55,Bezahlt
46558,1169,2023-04-15,Electricity,691,245.25,Offen
46559,1169,2023-05-15,Electricity,733,301.84,Bezahlt
46560,1169,2023-06-15,Electricity,447,181.65,Bezahlt
46561,1169,2023-07-15,Electricity,545,192.9,Bezahlt
46562,1169,2023-08-15,Electricity,528,222.6,Bezahlt
46563,1169,2023-09-15,Electricity,701,251.24,Bezahlt
46564,1169,2023-10-15,Electricity,686,281.25,Überfällig
46565,1169,2023-11-15,Electricity,952,310.82,Bezahlt
46566,1169,2023-12-15,Electricity,1041,374.65,Bezahlt
46567,1169,2024-01-15,Electricity,765,281.63,Bezahlt
46568,1169,2024-02-15,Electricity,793,295.97,Offen
46569,1169,2024-03-15,Electricity,662,239.9,Offen
46570,1169,2024-04-15,Electricity,613,229.67,Bezahlt
46571,1169,2024-05-15,Electricity,727,298.68,Offen
46572,1169,2024-06-15,Electricity,531,203.59,Bezahlt
46573,1169,2024-07-15,Electricity,499,180.64,Bezahlt
46574,1169,2024-08-15,Electricity,469,164.59,Bezahlt
46575,1169,2024-09-15,Electricity,764,244.36,Bezahlt
46576,1169,2024-10-15,Electricity,608,251.88,Bezahlt
46577,1169,2024-11-15,Electricity,717,253.41,Bezahlt
46578,1169,2024-12-15,Electricity,950,333.96,Bezahlt
46579,1169,2025-01-15,Electricity,791,280.49,Bezahlt
46580,1169,2025-02-15,Electricity,975,367.17,Überfällig
46581,1169,2025-03-15,Electricity,653,263.96,Bezahlt
46582,1169,2025-04-15,Electricity,747,255.51,Bezahlt
46583,1169,2025-05-15,Electricity,788,300.19,Bezahlt
46584,1169,2025-06-15,Electricity,591,233.79,Bezahlt
46585,1170,2023-01-15,Electricity,482,171.28,Bezahlt
46586,1170,2023-02-15,Electricity,453,178.21,Überfällig
46587,1170,2023-03-15,Electricity,388,159.02,Offen
46588,1170,2023-04-15,Electricity,322,127.55,Bezahlt
46589,1170,2023-05-15,Electricity,292,112.78,Bezahlt
46590,1170,2023-06-15,Electricity,240,91.12,Bezahlt
46591,1170,2023-07-15,Electricity,240,101.16,Bezahlt
46592,1170,2023-08-15,Electricity,218,94.96,Bezahlt
46593,1170,2023-09-15,Electricity,292,110.67,Bezahlt
46594,1170,2023-10-15,Electricity,298,123.41,Bezahlt
46595,1170,2023-11-15,Electricity,404,157.4,Bezahlt
46596,1170,2023-12-15,Electricity,423,159.63,Bezahlt
46597,1170,2024-01-15,Electricity,413,160.57,Bezahlt
46598,1170,2024-02-15,Electricity,421,144.04,Bezahlt
46599,1170,2024-03-15,Electricity,337,114.96,Bezahlt
46600,1170,2024-04-15,Electricity,363,146.54,Bezahlt
46601,1170,2024-05-15,Electricity,326,112.24,Bezahlt
46602,1170,2024-06-15,Electricity,283,120.06,Bezahlt
46603,1170,2024-07-15,Electricity,217,79.03,Überfällig
46604,1170,2024-08-15,Electricity,255,114.44,Bezahlt
46605,1170,2024-09-15,Electricity,318,114.13,Offen
46606,1170,2024-10-15,Electricity,296,114.91,Bezahlt
46607,1170,2024-11-15,Electricity,416,163.83,Bezahlt
46608,1170,2024-12-15,Electricity,451,150.9,Bezahlt
46609,1170,2025-01-15,Electricity,458,181.54,Bezahlt
46610,1170,2025-02-15,Electricity,466,156.84,Bezahlt
46611,1170,2025-03-15,Electricity,322,133.69,Bezahlt
46612,1170,2025-04-15,Electricity,341,130.13,Bezahlt
46613,1170,2025-05-15,Electricity,284,120.78,Bezahlt
46614,1170,2025-06-15,Electricity,237,105.77,Bezahlt
46615,1171,2023-01-15,Electricity,578,220.16,Bezahlt
46616,1171,2023-02-15,Electricity,580,203.98,Bezahlt
46617,1171,2023-03-15,Electricity,465,187.84,Bezahlt
46618,1171,2023-04-15,Electricity,387,152.01,Bezahlt
46619,1171,2023-05-15,Electricity,421,163.59,Bezahlt
46620,1171,2023-06-15,Electricity,269,110.28,Bezahlt
46621,1171,2023-07-15,Electricity,293,118.98,Bezahlt
46622,1171,2023-08-15,Electricity,332,143.03,Bezahlt
46623,1171,2023-09-15,Electricity,439,181.32,Bezahlt
46624,1171,2023-10-15,Electricity,419,153.08,Bezahlt
46625,1171,2023-11-15,Electricity,429,159.72,Bezahlt
46626,1171,2023-12-15,Electricity,625,202.08,Bezahlt
46627,1171,2024-01-15,Electricity,579,200.59,Bezahlt
46628,1171,2024-02-15,Electricity,603,248.99,Bezahlt
46629,1171,2024-03-15,Electricity,497,178.9,Bezahlt
46630,1171,2024-04-15,Electricity,384,158.14,Bezahlt
46631,1171,2024-05-15,Electricity,394,145.17,Bezahlt
46632,1171,2024-06-15,Electricity,307,107.5,Bezahlt
46633,1171,2024-07-15,Electricity,254,91.4,Bezahlt
46634,1171,2024-08-15,Electricity,253,89.33,Bezahlt
46635,1171,2024-09-15,Electricity,382,157.57,Bezahlt
46636,1171,2024-10-15,Electricity,474,186.86,Bezahlt
46637,1171,2024-11-15,Electricity,434,154.68,Offen
46638,1171,2024-12-15,Electricity,632,235.23,Überfällig
46639,1171,2025-01-15,Electricity,550,183.27,Bezahlt
46640,1171,2025-02-15,Electricity,492,171.26,Bezahlt
46641,1171,2025-03-15,Electricity,437,172.83,Bezahlt
46642,1171,2025-04-15,Electricity,431,164.75,Bezahlt
46643,1171,2025-05-15,Electricity,381,130.95,Offen
46644,1171,2025-06-15,Electricity,305,128.84,Bezahlt
46645,1172,2023-01-15,Electricity,349,134.97,Bezahlt
46646,1172,2023-01-15,Gas,761,107.04,Bezahlt
46647,1172,2023-02-15,Electricity,351,146.06,Bezahlt
46648,1172,2023-02-15,Gas,731,94.44,Bezahlt
46649,1172,2023-03-15,Electricity,253,103.54,Bezahlt
46650,1172,2023-03-15,Gas,580,76.51,Bezahlt
46651,1172,2023-04-15,Electricity,251,99.33,Bezahlt
46652,1172,2023-04-15,Gas,419,47.89,Bezahlt
46653,1172,2023-05-15,Electricity,261,100.66,Bezahlt
46654,1172,2023-05-15,Gas,230,35.32,Bezahlt
46655,1172,2023-06-15,Electricity,177,79.51,Bezahlt
46656,1172,2023-06-15,Gas,105,19.92,Bezahlt
46657,1172,2023-07-15,Electricity,142,58.72,Bezahlt
46658,1172,2023-07-15,Gas,78,17.11,Bezahlt
46659,1172,2023-08-15,Electricity,152,65.66,Bezahlt
46660,1172,2023-08-15,Gas,61,16.18,Bezahlt
46661,1172,2023-09-15,Electricity,265,111.43,Bezahlt
46662,1172,2023-09-15,Gas,133,23.76,Bezahlt
46663,1172,2023-10-15,Electricity,206,82.18,Bezahlt
46664,1172,2023-10-15,Gas,391,55.85,Bezahlt
46665,1172,2023-11-15,Electricity,272,105.3,Bezahlt
46666,1172,2023-11-15,Gas,766,101.77,Bezahlt
46667,1172,2023-12-15,Electricity,318,108.57,Bezahlt
46668,1172,2023-12-15,Gas,677,71.7,Bezahlt
46669,1172,2024-01-15,Electricity,301,113.4,Bezahlt
46670,1172,2024-01-15,Gas,802,90.23,Überfällig
46671,1172,2024-02-15,Electricity,317,116.63,Bezahlt
46672,1172,2024-02-15,Gas,800,107.01,Bezahlt
46673,1172,2024-03-15,Electricity,242,95.43,Bezahlt
46674,1172,2024-03-15,Gas,758,102.84,Bezahlt
46675,1172,2024-04-15,Electricity,238,92.77,Bezahlt
46676,1172,2024-04-15,Gas,361,54.27,Bezahlt
46677,1172,2024-05-15,Electricity,233,89.97,Bezahlt
46678,1172,2024-05-15,Gas,222,36.94,Bezahlt
46679,1172,2024-06-15,Electricity,180,77.69,Bezahlt
46680,1172,2024-06-15,Gas,81,18.26,Bezahlt
46681,1172,2024-07-15,Electricity,175,65.56,Überfällig
46682,1172,2024-07-15,Gas,67,17.16,Bezahlt
46683,1172,2024-08-15,Electricity,155,64.99,Bezahlt
46684,1172,2024-08-15,Gas,81,17.65,Bezahlt
46685,1172,2024-09-15,Electricity,204,83.91,Bezahlt
46686,1172,2024-09-15,Gas,171,29.02,Bezahlt
46687,1172,2024-10-15,Electricity,250,87.64,Bezahlt
46688,1172,2024-10-15,Gas,284,41.41,Bezahlt
46689,1172,2024-11-15,Electricity,283,113.54,Bezahlt
46690,1172,2024-11-15,Gas,711,79.77,Überfällig
46691,1172,2024-12-15,Electricity,295,129.81,Bezahlt
46692,1172,2024-12-15,Gas,735,76.41,Bezahlt
46693,1172,2025-01-15,Electricity,265,100.78,Bezahlt
46694,1172,2025-01-15,Gas,968,113.59,Bezahlt
46695,1172,2025-02-15,Electricity,322,116.13,Bezahlt
46696,1172,2025-02-15,Gas,714,100.74,Bezahlt
46697,1172,2025-03-15,Electricity,286,101.13,Bezahlt
46698,1172,2025-03-15,Gas,612,65.31,Bezahlt
46699,1172,2025-04-15,Electricity,259,108.02,Bezahlt
46700,1172,2025-04-15,Gas,479,69.21,Bezahlt
46701,1172,2025-05-15,Electricity,250,95.66,Offen
46702,1172,2025-05-15,Gas,208,31.86,Bezahlt
46703,1172,2025-06-15,Electricity,153,61.5,Überfällig
46704,1172,2025-06-15,Gas,88,17.63,Bezahlt
46705,1173,2023-01-15,Electricity,516,192.53,Bezahlt
46706,1173,2023-01-15,Gas,2653,264.3,Bezahlt
46707,1173,2023-02-15,Electricity,517,202.19,Bezahlt
46708,1173,2023-02-15,Gas,2435,279.04,Bezahlt
46709,1173,2023-03-15,Electricity,390,167.74,Bezahlt
46710,1173,2023-03-15,Gas,1961,248.76,Bezahlt
