sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
25545,2024-08-18,16526,10,361,401,99,28522.18,1
25546,2023-07-12,16527,10,417,401,118,30639.07,1
25547,2024-08-15,16528,10,232,401,58,29213.95,1
25548,2023-01-26,16530,10,370,401,94,28116.74,1
25549,2024-04-09,16531,9,54,400,154,18725.56,1
25550,2024-01-09,16532,9,435,400,58,21557.65,1
25551,2025-01-11,16533,9,468,403,146,21528.87,1
25552,2022-02-12,16534,9,348,402,53,21804.43,1
25553,2023-02-05,16535,9,326,401,23,20152.42,1
25554,2022-11-11,16536,9,94,401,188,19442.19,1
25555,2024-05-07,16537,9,105,400,125,19690.44,1
25556,2022-06-21,16539,9,158,400,24,21162.49,1
25557,2023-03-07,16540,9,220,402,20,18806.64,1
25558,2023-06-01,16541,10,428,401,117,32660.36,1
25559,2024-10-12,16542,9,203,402,174,19363.58,1
25560,2022-07-09,16543,9,76,400,128,22188.1,1
25561,2025-11-26,16544,9,155,401,57,22809.36,1
25562,2024-04-30,16546,10,28,402,154,34201.55,1
25563,2023-01-23,16547,10,323,400,92,33218.86,1
25564,2024-12-16,16548,9,307,401,47,21370.14,1
25565,2023-12-08,16549,9,458,402,12,18665.87,1
25566,2025-09-02,16550,10,149,401,68,29544.51,1
25567,2024-05-13,16551,10,39,401,169,31164.51,1
25568,2022-05-22,16553,9,72,400,87,19012.66,1
25569,2025-08-08,16554,9,12,402,132,21341.08,1
25570,2025-01-14,16555,10,383,400,46,31812.19,1
25571,2023-10-05,16556,9,466,402,52,22545.26,1
25572,2025-04-01,16557,9,171,401,114,22312.14,1
25573,2022-12-13,16558,10,217,402,9,29942.75,1
25574,2023-07-25,16559,10,87,401,170,32276.31,1
25575,2025-08-25,16560,10,381,403,56,33193.94,1
25576,2022-10-11,16562,9,166,401,87,23478.89,1
25577,2024-01-26,16563,9,281,401,1,19282.53,1
25578,2022-07-05,16564,10,422,400,178,32822.34,1
25579,2023-09-28,16566,10,420,403,151,30151.95,1
25580,2024-11-30,16567,9,496,401,188,23206.04,1
25581,2024-10-31,16568,9,3,401,8,19549.4,1
25582,2024-11-22,16572,9,48,403,69,23529.65,1
25583,2022-07-08,16575,10,454,402,129,31609.14,1
25584,2025-04-16,16576,9,328,401,44,21445.39,1
25585,2025-09-03,16578,9,204,400,40,21871.71,1
25586,2025-09-01,16579,10,112,403,168,33351.62,1
25587,2023-02-10,16580,9,171,401,198,22060.46,1
25588,2025-11-17,16581,9,418,402,195,19625.83,1
25589,2023-07-11,16582,9,333,400,170,23325.08,1
25590,2023-08-16,16583,9,436,402,145,23762.89,1
25591,2023-11-25,16584,9,245,403,29,23729.05,1
25592,2025-10-23,16585,10,311,400,147,33031.81,1
25593,2025-09-30,16586,9,442,403,176,21905.3,1
25594,2024-09-24,16588,10,51,401,92,31036.3,1
25595,2024-03-18,16591,9,419,402,14,23732.49,1
25596,2022-01-18,16592,10,374,402,115,30779.27,1
25597,2023-09-29,16593,10,51,403,114,29258.3,1
25598,2022-01-12,16594,9,358,402,169,21911.15,1
25599,2023-07-11,16595,10,248,402,25,33576.79,1
25600,2022-07-02,16596,10,73,403,27,29085.81,1
25601,2024-09-27,16598,9,68,402,172,22503.0,1
25602,2023-04-27,16600,10,471,403,26,32581.96,1
25603,2022-09-29,16601,10,144,400,172,30657.28,1
25604,2024-05-26,16602,9,8,400,25,23115.22,1
25605,2022-08-04,16603,9,211,401,133,20607.75,1
25606,2022-11-23,16604,10,466,403,6,33554.98,1
25607,2024-03-26,16606,10,93,403,124,34295.38,1
25608,2024-12-03,16607,10,49,400,142,28921.53,1
25609,2022-12-26,16608,9,229,403,174,20893.36,1
25610,2022-08-05,16609,9,478,400,30,21737.59,1
25611,2025-06-01,16610,9,99,401,128,19725.61,1
25612,2024-11-29,16611,9,437,403,84,22051.95,1
25613,2025-12-01,16613,9,48,403,81,21440.79,1
25614,2025-05-07,16614,9,482,403,81,23744.95,1
25615,2025-10-15,16615,10,51,400,145,30598.29,1
25616,2024-12-04,16617,10,62,403,194,30446.14,1
25617,2022-10-11,16619,9,62,402,119,18131.15,1
25618,2023-10-02,16620,10,334,402,137,32206.56,1
25619,2025-06-16,16622,9,20,402,94,19347.01,1
25620,2024-03-19,16623,9,25,401,152,19068.47,1
25621,2024-05-14,16624,10,173,403,113,31841.08,1
25622,2025-02-23,16625,9,254,401,170,19558.94,1
25623,2024-08-29,16626,10,160,402,62,32619.73,1
25624,2024-01-06,16627,10,24,402,10,29618.43,1
25625,2024-11-01,16629,10,96,402,5,31283.25,1
25626,2022-11-03,16632,9,459,402,119,23402.46,1
25627,2025-08-21,16633,10,386,400,121,34906.43,1
25628,2024-03-30,16634,9,22,401,2,20402.58,1
25629,2022-06-21,16635,10,342,400,167,30342.53,1
25630,2024-10-02,16636,9,148,400,170,20695.73,1
25631,2023-07-06,16638,9,357,400,93,20909.72,1
25632,2025-04-11,16640,9,230,403,15,18147.85,1
25633,2024-03-15,16641,10,211,401,45,30069.98,1
25634,2022-05-31,16643,9,22,400,76,21313.52,1
25635,2025-05-25,16644,9,15,403,96,20944.34,1
25636,2022-09-01,16646,9,394,400,79,22456.96,1
25637,2022-04-04,16647,10,214,402,65,30053.92,1
25638,2023-02-21,16648,10,253,403,172,31739.45,1
25639,2023-06-12,16649,9,187,400,53,18285.93,1
25640,2022-10-12,16651,10,255,401,66,31894.17,1
25641,2024-09-08,16652,9,340,400,159,19057.97,1
25642,2024-05-01,16653,10,212,403,118,28830.33,1
25643,2022-02-05,16654,9,2,401,35,20627.43,1
25644,2022-08-11,16656,9,240,400,116,20478.68,1
25645,2022-11-09,16657,10,2,403,35,29397.15,1
25646,2022-06-07,16658,9,137,401,150,21681.3,1
25647,2023-02-11,16659,10,474,400,33,29125.9,1
25648,2025-05-13,16660,10,348,403,128,30737.61,1
25649,2024-09-04,16662,9,293,403,82,21600.72,1
25650,2023-05-18,16663,10,21,403,174,31556.57,1
25651,2025-08-13,16664,10,364,403,36,34317.52,1
25652,2025-10-23,16665,10,91,403,63,30310.09,1
25653,2024-05-15,16666,9,249,401,197,22008.17,1
25654,2025-01-28,16667,10,354,403,146,30133.33,1
25655,2024-12-10,16668,9,457,402,94,18683.72,1
25656,2023-10-17,16670,9,324,401,120,19439.67,1
25657,2024-01-25,16671,9,94,401,85,21779.81,1
25658,2025-02-24,16672,9,387,402,39,23233.68,1
25659,2022-11-18,16673,9,376,401,123,22482.21,1
25660,2023-03-03,16674,9,66,402,171,23387.24,1
25661,2025-05-15,16676,9,209,401,44,22471.11,1
25662,2025-05-31,16677,10,348,403,189,32211.14,1
25663,2023-08-21,16678,10,407,403,122,29457.93,1
25664,2023-09-04,16679,9,194,401,44,23149.79,1
25665,2022-03-24,16683,10,459,401,120,32277.62,1
25666,2025-06-09,16684,9,452,403,114,20194.31,1
25667,2025-04-18,16685,9,246,401,3,22994.38,1
25668,2024-08-15,16687,9,32,401,51,23851.62,1
25669,2025-10-25,16688,10,104,402,173,33488.96,1
25670,2022-12-26,16689,10,429,401,139,32231.06,1
25671,2022-09-12,16690,10,269,401,19,34076.07,1
25672,2024-02-13,16691,9,395,403,60,18981.18,1
25673,2022-12-02,16693,9,318,402,127,20978.56,1
25674,2023-08-26,16694,9,327,402,109,21175.48,1
25675,2024-02-23,16696,10,37,403,199,29444.31,1
25676,2024-03-11,16698,10,436,402,114,33411.88,1
25677,2023-07-26,16700,10,67,403,129,33727.62,1
25678,2024-10-07,16702,10,132,403,149,28936.68,1
25679,2023-06-06,16704,9,405,401,107,22122.25,1
25680,2024-07-24,16705,9,438,400,21,23463.6,1
25681,2022-05-24,16707,9,356,400,81,20307.27,1
25682,2023-10-10,16708,9,386,403,11,22172.99,1
25683,2023-08-26,16710,9,86,401,152,23733.39,1
25684,2023-02-25,16711,9,444,403,185,19322.45,1
25685,2025-11-14,16712,10,168,402,116,31260.56,1
25686,2022-09-04,16716,10,26,401,120,34537.83,1
25687,2024-10-09,16717,10,271,403,100,34867.59,1
25688,2025-09-09,16718,10,11,401,164,30181.8,1
25689,2025-07-02,16719,9,352,402,196,22388.95,1
25690,2023-05-07,16721,10,241,402,17,31246.64,1
25691,2024-10-04,16722,9,360,402,16,19499.71,1
25692,2022-04-01,16723,9,444,400,68,19829.61,1
25693,2023-01-21,16724,10,427,401,119,31545.89,1
25694,2025-07-06,16725,9,141,401,6,18026.88,1
25695,2024-06-12,16726,10,5,401,51,34573.87,1
25696,2024-03-04,16727,9,288,402,70,20354.87,1
25697,2023-06-25,16728,9,353,400,100,20168.24,1
25698,2023-05-23,16729,9,427,400,172,22338.06,1
25699,2022-03-15,16730,10,432,402,34,28683.0,1
25700,2025-09-29,16731,10,54,401,115,30782.83,1
25701,2025-12-11,16732,9,139,400,134,19301.17,1
25702,2024-06-27,16733,9,227,401,191,22088.34,1
25703,2025-06-19,16734,10,248,402,78,30153.28,1
25704,2023-08-20,16737,9,316,403,78,21125.18,1
25705,2023-06-18,16738,10,360,401,91,32079.09,1
25706,2024-02-11,16740,10,194,402,4,28580.16,1
25707,2025-10-16,16742,9,82,401,19,19394.52,1
25708,2023-12-12,16745,9,42,401,100,22294.41,1
25709,2022-06-26,16747,10,356,403,169,29127.77,1
25710,2023-07-03,16751,9,428,401,151,19844.23,1
25711,2024-03-23,16753,9,161,402,94,21825.98,1
25712,2024-04-10,16754,9,128,401,55,21571.07,1
25713,2024-03-29,16756,9,96,401,62,19351.3,1
25714,2025-06-18,16757,9,273,403,131,21406.48,1
25715,2024-08-24,16759,10,132,402,164,33895.8,1
25716,2024-03-24,16760,10,416,402,110,30250.44,1
25717,2022-04-23,16761,10,312,401,56,31240.9,1
25718,2024-04-03,16762,10,232,403,172,28248.27,1
25719,2025-10-06,16763,9,1,402,129,18590.81,1
25720,2024-03-05,16764,9,89,400,121,22009.53,1
25721,2022-01-05,16765,9,237,403,24,23266.69,1
25722,2023-10-19,16766,10,235,401,4,31131.5,1
25723,2022-06-06,16768,9,70,400,89,22906.13,1
25724,2024-07-12,16769,9,315,400,167,20990.79,1
25725,2024-08-18,16771,10,403,401,38,32564.59,1
25726,2022-08-13,16772,9,23,401,147,18949.69,1
25727,2022-06-18,16773,9,124,402,48,18562.73,1
25728,2023-05-25,16774,9,23,401,70,21796.55,1
25729,2025-04-16,16776,9,453,400,33,20995.67,1
25730,2023-04-14,16777,9,25,401,43,18552.54,1
25731,2024-03-10,16778,10,255,401,100,29288.24,1
25732,2024-03-14,16779,10,458,403,164,29406.18,1
25733,2022-08-17,16780,10,434,403,4,28344.52,1
25734,2025-08-30,16781,10,271,403,37,30169.05,1
25735,2022-11-30,16782,10,5,401,136,28028.51,1
25736,2023-11-22,16784,10,243,402,172,34391.99,1
25737,2022-06-04,16785,10,77,401,51,31628.49,1
25738,2025-11-26,16786,10,459,401,39,34528.43,1
25739,2024-08-19,16787,9,353,402,50,21512.19,1
25740,2024-11-19,16788,10,230,402,162,28453.94,1
25741,2024-08-19,16789,9,417,401,95,21716.52,1
25742,2023-07-31,16790,10,473,403,27,33775.47,1
25743,2022-04-27,16792,9,81,403,149,19595.84,1
25744,2023-12-21,16793,9,471,401,146,22259.78,1
25745,2023-09-24,16794,9,82,402,155,18638.11,1
25746,2025-08-19,16796,9,364,402,191,22216.91,1
25747,2023-07-20,16799,9,114,403,46,18754.75,1
25748,2022-05-21,16802,9,160,402,145,19347.96,1
25749,2024-01-31,16804,9,405,402,115,20581.21,1
25750,2023-06-09,16806,9,293,400,151,22613.35,1
25751,2023-11-26,16807,10,181,403,82,32512.88,1
25752,2025-03-26,16808,9,322,401,126,21541.21,1
25753,2023-02-07,16811,10,472,400,24,34462.2,1
25754,2022-07-01,16812,10,271,401,195,30111.08,1
25755,2025-06-01,16815,10,294,401,48,29393.6,1
25756,2022-01-24,16816,10,113,403,30,34695.88,1
25757,2025-06-28,16817,10,90,401,11,32030.09,1
25758,2023-12-04,16819,9,205,402,87,22745.83,1
25759,2022-04-11,16821,9,425,403,172,18611.24,1
25760,2023-06-18,16822,10,83,401,36,28275.95,1
25761,2025-06-14,16823,9,231,403,194,21115.37,1
25762,2025-06-20,16824,9,331,403,19,20477.45,1
25763,2023-06-09,16825,9,275,401,31,22025.14,1
25764,2025-08-27,16826,10,202,402,77,33633.93,1
25765,2023-02-19,16829,9,447,403,91,18443.69,1
25766,2025-04-26,16830,9,82,403,200,21071.15,1
25767,2023-04-12,16832,9,199,400,169,19627.23,1
25768,2025-07-28,16834,9,55,403,143,23088.9,1
25769,2025-10-16,16835,10,419,401,153,32503.48,1
25770,2025-12-14,16838,9,22,402,187,23995.61,1
25771,2023-04-10,16840,9,268,403,110,21706.49,1
25772,2022-09-19,16841,10,240,400,123,33948.36,1
25773,2024-10-12,16843,9,125,401,25,20319.0,1
25774,2023-09-29,16846,9,385,403,29,22787.32,1
25775,2023-01-07,16849,9,452,401,176,21679.82,1
25776,2022-04-10,16850,10,274,402,156,29328.69,1
25777,2025-06-27,16851,9,221,402,106,23161.17,1
25778,2025-10-01,16852,10,471,401,199,28571.63,1
25779,2023-10-31,16853,9,254,402,166,21448.63,1
25780,2025-02-22,16854,9,210,402,187,18706.42,1
25781,2024-05-17,16855,9,122,401,140,23863.62,1
25782,2022-04-12,16856,10,132,401,200,29265.91,1
25783,2022-03-17,16857,10,130,402,22,29795.94,1
25784,2025-11-24,16858,9,222,400,18,22569.2,1
25785,2025-04-19,16859,9,100,400,176,23541.55,1
25786,2024-03-29,16861,9,102,403,123,21926.46,1
25787,2023-02-12,16862,9,29,402,67,23904.28,1
25788,2024-07-17,16864,9,300,403,108,19701.4,1
25789,2023-11-06,16865,10,295,403,80,28730.69,1
25790,2025-09-18,16866,9,103,402,167,19000.84,1
25791,2025-11-27,16867,10,124,400,77,32245.36,1
25792,2025-09-09,16868,9,354,403,39,22185.01,1
25793,2024-03-17,16869,10,379,402,121,33990.9,1
25794,2022-04-22,16872,9,414,401,112,20453.3,1
25795,2024-02-07,16874,9,342,403,138,23681.19,1
25796,2022-02-14,16875,10,196,402,141,30791.17,1
25797,2024-10-29,16877,10,439,400,48,31630.95,1
25798,2025-02-21,16878,9,478,400,93,22835.7,1
25799,2024-05-15,16879,9,215,401,195,23966.81,1
25800,2023-08-07,16881,10,181,403,48,29429.31,1
25801,2022-10-27,16882,10,203,402,187,31557.11,1
25802,2025-03-11,16883,9,125,401,139,18713.97,1
25803,2024-07-04,16884,9,39,403,100,21918.75,1
25804,2023-03-11,16886,10,366,402,38,30255.9,1
25805,2023-01-18,16887,9,399,400,18,22815.48,1
25806,2023-04-30,16889,9,323,402,104,21012.18,1
25807,2022-08-08,16891,9,144,400,155,21936.88,1
25808,2022-08-18,16893,10,278,403,147,34570.05,1
25809,2022-05-07,16896,9,95,402,62,22372.86,1
25810,2023-12-22,16899,10,131,403,98,34679.16,1
25811,2024-08-24,16900,9,50,402,192,19119.97,1
25812,2023-01-13,16904,10,412,402,60,30087.95,1
25813,2022-05-10,16905,10,416,401,100,33163.63,1
25814,2022-05-06,16907,9,412,401,3,20590.09,1
25815,2025-10-04,16908,10,116,401,33,31204.02,1
25816,2023-08-24,16909,10,139,402,175,29499.58,1
25817,2025-05-18,16910,9,358,401,195,21729.22,1
25818,2025-01-06,16911,9,150,400,144,21200.05,1
25819,2023-12-14,16913,10,2,402,177,30985.7,1
25820,2025-12-11,16914,10,10,403,136,34491.67,1
25821,2024-04-11,16916,10,296,401,137,34863.45,1
25822,2025-08-14,16917,10,387,401,89,33383.85,1
25823,2025-10-12,16921,9,103,402,194,20492.56,1
25824,2022-05-05,16924,9,283,401,53,22852.69,1
25825,2022-10-28,16925,9,354,401,123,23470.45,1
25826,2024-12-12,16927,9,140,400,40,20115.97,1
25827,2022-10-21,16928,9,331,403,68,18547.0,1
25828,2024-08-17,16929,9,364,400,68,19574.19,1
25829,2025-07-30,16930,9,80,401,6,19003.63,1
25830,2024-11-17,16932,9,122,403,149,20829.33,1
25831,2025-11-15,16933,10,266,401,6,30488.63,1
25832,2024-07-21,16934,9,365,401,181,20746.97,1
25833,2025-09-16,16936,10,46,402,87,28395.32,1
25834,2023-07-09,16938,9,199,400,72,22625.59,1
25835,2022-03-18,16939,10,58,401,64,29294.43,1
25836,2024-06-02,16941,9,213,403,82,18814.43,1
25837,2025-09-27,16943,9,313,401,94,23944.0,1
25838,2025-03-13,16944,9,312,400,72,20376.74,1
25839,2022-12-03,16945,10,10,401,66,28677.0,1
25840,2023-11-14,16946,9,416,403,172,21569.47,1
25841,2022-07-03,16947,10,257,400,109,33358.69,1
25842,2024-10-13,16948,10,475,403,85,32872.48,1
25843,2023-07-01,16952,10,468,403,141,34626.65,1
25844,2022-04-07,16953,10,56,401,51,28999.55,1
25845,2024-11-17,16957,9,356,402,133,18206.87,1
25846,2022-08-03,16959,10,5,402,68,28513.67,1
25847,2025-05-20,16961,10,396,402,79,30384.59,1
25848,2023-04-26,16962,9,96,400,167,18557.96,1
25849,2023-10-05,16963,10,336,402,46,29860.87,1
25850,2022-04-04,16965,10,100,401,123,31172.16,1
25851,2025-11-11,16966,9,135,402,68,19741.08,1
25852,2024-05-14,16967,9,410,403,104,19707.85,1
25853,2023-08-10,16968,10,225,401,173,32831.34,1
25854,2023-06-04,16969,9,392,401,186,23671.74,1
25855,2022-08-03,16970,9,164,403,38,18604.12,1
25856,2024-02-24,16972,9,415,400,110,19646.59,1
25857,2022-09-18,16973,10,29,402,40,29116.19,1
25858,2023-10-18,16976,9,280,400,190,19201.64,1
25859,2023-09-25,16977,9,342,403,171,23619.25,1
25860,2025-02-27,16978,10,329,400,70,33076.68,1
25861,2022-07-16,16979,9,202,400,118,23336.38,1
25862,2022-04-16,16980,9,424,401,172,19793.01,1
25863,2022-02-13,16982,9,28,400,4,18374.49,1
25864,2024-09-06,16987,9,310,400,74,23704.05,1
25865,2022-05-18,16989,10,135,403,69,33191.93,1
25866,2024-03-05,16990,9,417,403,191,23461.76,1
25867,2024-02-13,16992,10,360,403,26,30605.36,1
25868,2024-04-06,16993,10,283,403,131,34648.1,1
25869,2023-02-05,16994,10,426,400,52,33190.7,1
25870,2024-10-23,16996,10,461,403,192,34376.51,1
25871,2025-03-30,16997,10,447,402,66,30770.92,1
25872,2023-10-20,16998,9,164,402,16,19089.21,1
25873,2024-03-30,16999,9,471,401,120,20852.85,1
25874,2022-08-26,17003,9,189,401,112,19416.83,1
25875,2024-01-09,17005,10,250,403,128,30007.19,1
25876,2025-05-11,17006,9,396,402,200,21861.41,1
25877,2022-02-05,17007,9,253,401,127,18007.57,1
25878,2022-06-09,17008,9,499,403,74,22655.38,1
25879,2024-07-23,17009,9,276,401,27,19393.45,1
25880,2022-12-15,17010,10,114,400,1,31494.86,1
25881,2023-07-28,17011,10,473,401,41,32476.14,1
25882,2022-09-07,17013,10,30,400,72,34048.86,1
25883,2024-04-17,17014,10,13,401,116,34311.13,1
25884,2023-08-21,17015,9,283,400,83,19133.54,1
25885,2025-08-03,17016,9,372,401,24,18186.54,1
25886,2023-09-09,17017,10,494,403,198,31207.23,1
25887,2024-09-05,17019,9,363,402,102,20477.08,1
25888,2023-09-18,17020,9,160,402,189,23694.24,1
25889,2025-09-23,17022,10,44,400,131,34750.69,1
25890,2025-04-18,17023,9,362,403,133,23914.86,1
25891,2022-01-06,17024,9,296,400,180,21321.73,1
25892,2025-02-07,17025,9,446,403,166,22768.24,1
25893,2025-05-17,17026,9,205,402,142,23842.61,1
25894,2024-08-29,17028,9,313,401,161,23598.8,1
25895,2025-10-07,17033,10,408,403,103,32309.63,1
25896,2025-10-31,17034,10,136,401,106,28915.64,1
25897,2025-05-15,17036,10,220,403,85,28894.27,1
25898,2023-05-26,17037,10,306,403,93,32251.9,1
25899,2025-01-20,17038,9,496,400,4,20114.79,1
25900,2025-07-08,17039,10,485,401,166,32567.69,1
25901,2022-04-02,17040,10,119,400,44,33724.66,1
25902,2022-06-20,17043,9,220,402,30,23261.74,1
25903,2025-08-07,17044,9,477,401,153,19819.71,1
25904,2023-07-02,17046,10,316,403,42,34128.0,1
25905,2023-07-07,17048,9,89,402,198,23924.16,1
25906,2024-01-03,17049,9,206,401,179,18064.12,1
25907,2025-04-02,17050,9,173,403,149,23247.85,1
25908,2022-09-14,17051,9,30,403,2,21015.33,1
25909,2023-03-26,17052,10,30,403,94,28876.7,1
25910,2025-12-10,17053,9,484,402,15,18607.47,1
25911,2023-10-23,17054,9,347,400,123,19019.35,1
25912,2024-01-23,17056,10,270,403,169,28228.12,1
25913,2022-05-12,17058,9,189,402,128,19066.16,1
25914,2024-08-21,17059,9,348,403,22,19780.76,1
25915,2023-04-08,17060,9,198,401,76,18841.36,1
25916,2022-05-18,17061,9,393,402,198,20328.38,1
25917,2022-04-05,17062,9,465,400,149,21586.6,1
25918,2022-01-28,17063,9,296,403,146,22156.22,1
25919,2024-10-11,17065,9,182,402,66,18773.99,1
25920,2022-09-30,17068,9,273,401,55,22746.26,1
25921,2023-07-22,17069,10,155,402,190,30077.6,1
25922,2023-04-14,17071,10,125,402,163,28891.86,1
25923,2024-12-09,17072,9,320,400,154,19499.02,1
25924,2023-06-13,17073,10,180,401,173,30425.15,1
25925,2023-06-08,17074,9,405,401,102,20791.31,1
25926,2025-08-19,17075,10,83,402,143,34434.24,1
25927,2023-09-10,17076,9,26,401,157,19398.72,1
25928,2022-02-22,17077,9,454,401,102,20744.68,1
25929,2024-03-14,17079,10,282,402,10,34248.13,1
25930,2022-09-07,17080,9,490,401,92,22410.58,1
25931,2024-04-12,17081,10,273,401,14,29263.15,1
25932,2023-01-22,17082,9,250,403,20,22653.88,1
25933,2024-11-14,17083,10,349,401,98,30333.82,1
25934,2025-04-21,17084,9,409,401,167,20131.01,1
25935,2024-09-29,17086,10,332,401,8,34177.57,1
25936,2024-07-15,17087,9,46,401,143,18406.59,1
25937,2024-11-13,17090,9,232,403,110,19070.15,1
25938,2024-02-14,17091,10,140,401,27,34479.23,1
25939,2022-11-06,17092,10,172,401,16,28725.47,1
25940,2022-01-18,17093,10,208,403,29,34598.31,1
25941,2025-05-13,17094,10,82,402,40,34457.78,1
25942,2025-07-06,17095,9,165,402,151,18637.34,1
25943,2025-11-29,17096,9,409,401,141,19218.85,1
25944,2023-11-11,17097,10,498,400,53,31720.26,1
25945,2024-10-31,17098,10,291,400,78,30313.3,1
25946,2025-04-15,17099,9,472,401,196,18200.74,1
25947,2023-10-27,17100,9,151,403,125,23118.36,1
25948,2024-12-04,17101,10,290,403,23,32451.89,1
25949,2025-05-31,17103,10,78,401,124,33328.44,1
25950,2025-07-02,17104,10,183,401,13,28209.91,1
25951,2023-08-11,17105,10,234,401,56,33184.93,1
25952,2023-02-23,17107,10,343,401,39,31335.45,1
25953,2022-04-03,17109,9,155,401,106,20532.8,1
25954,2022-09-19,17110,10,307,400,161,34748.06,1
25955,2025-04-17,17111,10,322,401,15,29030.78,1
25956,2024-07-28,17112,9,443,401,110,18267.14,1
25957,2023-06-16,17113,9,466,401,178,19888.15,1
25958,2025-07-02,17114,10,4,403,40,32774.75,1
25959,2022-03-14,17115,10,164,403,116,28681.17,1
25960,2025-10-03,17117,9,228,400,18,22210.85,1
25961,2025-11-19,17118,10,378,400,95,32090.87,1
25962,2024-05-11,17120,10,14,401,184,29942.6,1
25963,2022-07-25,17121,10,81,401,139,29952.21,1
25964,2022-05-08,17122,9,360,400,55,19552.7,1
25965,2023-09-05,17123,10,271,403,175,34778.8,1
25966,2024-12-25,17124,9,245,403,136,22486.98,1
25967,2025-11-08,17125,10,43,402,90,29391.14,1
25968,2024-02-21,17126,9,258,401,147,19432.05,1
25969,2025-06-13,17127,9,497,402,155,22238.1,1
25970,2023-10-27,17130,10,263,401,57,30809.33,1
25971,2024-08-08,17132,9,387,403,15,21743.55,1
25972,2022-09-29,17133,10,198,400,176,32504.06,1
25973,2024-09-05,17134,9,13,403,4,19978.83,1
25974,2024-06-23,17136,9,88,401,33,22771.61,1
25975,2023-07-03,17137,9,136,401,149,18843.86,1
25976,2023-08-06,17138,9,178,402,192,18681.12,1
25977,2025-05-15,17139,9,118,401,97,18559.81,1
25978,2022-04-13,17140,9,376,402,99,19000.06,1
25979,2022-01-08,17141,9,26,401,67,20126.49,1
25980,2025-06-18,17142,9,68,401,7,22783.58,1
25981,2022-04-16,17143,10,354,402,115,28898.73,1
25982,2024-01-10,17144,9,198,401,103,20352.5,1
25983,2024-10-30,17145,10,31,402,178,31085.86,1
25984,2023-02-01,17146,10,386,401,30,33001.14,1
25985,2024-06-21,17147,10,173,403,21,32642.94,1
25986,2022-08-30,17148,9,340,400,74,21553.27,1
25987,2024-08-22,17149,9,396,402,30,22273.34,1
25988,2024-07-07,17150,10,465,402,60,31405.02,1
25989,2025-05-27,17151,10,327,402,135,34390.46,1
25990,2025-10-17,17152,9,492,400,79,18248.38,1
25991,2024-01-14,17154,10,203,403,27,34333.36,1
25992,2024-10-10,17155,10,467,400,111,31553.04,1
25993,2025-06-02,17156,10,340,401,126,28779.41,1
25994,2025-10-17,17158,10,32,403,140,30470.01,1
25995,2024-02-18,17160,10,155,402,60,32007.96,1
25996,2025-06-14,17165,9,45,400,1,18022.04,1
25997,2023-05-10,17166,10,35,400,7,34208.33,1
25998,2022-10-31,17167,9,281,401,138,21774.48,1
25999,2023-12-22,17169,10,437,401,199,34888.88,1
26000,2025-10-28,17172,10,439,402,120,32168.64,1
26001,2024-10-24,17173,10,69,400,80,28639.41,1
26002,2023-04-13,17174,9,224,401,159,18555.11,1
26003,2022-04-05,17175,10,269,402,163,29464.61,1
26004,2025-06-23,17180,9,198,400,184,18124.34,1
26005,2025-12-15,17182,10,456,402,177,31332.35,1
26006,2022-08-11,17186,9,347,401,5,20087.39,1
26007,2023-03-06,17187,9,7,401,152,20414.27,1
26008,2023-04-29,17189,9,310,400,40,22644.46,1
26009,2025-09-06,17190,10,93,400,108,32512.23,1
26010,2023-07-13,17191,9,28,401,198,22009.07,1
26011,2024-10-16,17193,10,443,403,87,29916.01,1
26012,2025-05-24,17194,10,151,401,91,34056.9,1
26013,2023-12-15,17195,9,403,401,99,23933.38,1
26014,2023-11-15,17196,10,451,401,130,32080.21,1
26015,2024-03-01,17197,10,455,401,64,31599.91,1
26016,2023-11-18,17198,9,320,401,124,21390.2,1
26017,2024-05-10,17199,9,59,400,186,23740.49,1
26018,2025-11-24,17200,10,181,400,190,32353.03,1
26019,2025-07-09,17201,10,329,401,199,32480.02,1
26020,2022-11-07,17202,9,149,400,108,20223.36,1
26021,2024-11-26,17203,10,400,402,168,28383.92,1
26022,2025-09-23,17206,9,370,403,163,20554.21,1
26023,2024-02-07,17208,9,430,401,103,22592.35,1
26024,2024-03-27,17209,9,73,401,182,18781.39,1
26025,2024-04-24,17210,10,152,402,9,32881.15,1
26026,2025-06-25,17211,10,285,401,175,32932.11,1
26027,2022-01-28,17212,10,124,401,56,33665.05,1
26028,2022-05-25,17213,9,227,403,75,19244.27,1
26029,2023-06-20,17215,9,197,401,82,20450.71,1
26030,2024-07-30,17216,10,404,401,183,32812.57,1
26031,2024-12-05,17217,10,255,401,169,32007.88,1
26032,2023-07-21,17218,9,73,401,31,23864.6,1
26033,2025-03-23,17219,9,42,403,104,18146.75,1
26034,2024-09-15,17220,10,341,400,147,30465.24,1
26035,2023-01-26,17221,10,70,403,94,30697.89,1
26036,2024-05-06,17222,9,153,401,18,23093.44,1
26037,2024-04-14,17223,9,285,402,115,19252.23,1
26038,2022-09-13,17226,10,89,401,80,34007.97,1
26039,2022-03-03,17227,9,217,402,15,22633.87,1
26040,2024-05-25,17228,9,399,401,110,19380.63,1
26041,2025-08-20,17229,9,446,400,19,19348.57,1
26042,2024-05-18,17230,10,96,402,63,28953.34,1
